 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),26013,17200,8667,36943,26697,16846,8233,37812,27625,18487,8925,39382,37536,30153,23952, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,33,33,--,--,--,--,--,--,--,1,--,--, 
 收到的其他与经营活动有关的现金(万元),556,383,95,630,215,135,85,444,296,213,138,332,558,756,102, 
 经营活动现金流入小计(万元),26569,17583,8762,37607,26946,16981,8318,38256,27921,18700,9064,39715,38095,30909,24054, 
 购买商品、接受劳务支付的现金(万元),10252,5989,3253,13724,10782,6847,3222,13613,11179,7118,3902,16439,12452,10620,7259, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6956,4585,2420,8775,6730,4516,2555,8682,6570,4439,2433,8563,7254,5285,5529, 
 支付的各项税费(万元),2305,1533,624,3779,2821,1810,867,4121,3115,1997,788,4056,4181,4111,2748, 
 支付的其他与经营活动有关的现金(万元),2422,1672,824,3133,2241,1341,535,2948,3247,1489,748,3156,3280,2777,2904, 
 经营活动现金流出小计(万元),21936,13780,7122,29412,22574,14514,7179,29364,24110,15043,7872,32213,27167,22793,18440, 
 经营活动产生的现金流量净额(万元),4633,3803,1640,8195,4372,2466,1139,8893,3810,3657,1192,7501,10928,8116,5614, 
 收回投资所收到的现金(万元),26900,400,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),749,5,--,1,--,--,--,--,--,--,--,--,--,--,--, 
