 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),16669,9600,3578,16175,10639,5815,1950,15483,12163,11182, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),37,--,--,315,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),752,177,78,391,216,76,5,159,94,112, 
 经营活动现金流入小计(万元),17458,9777,3656,16881,10855,5891,1955,15642,12256,11294, 
 购买商品、接受劳务支付的现金(万元),4148,1687,1159,3564,2860,1100,421,2646,2498,1922, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8428,5369,3645,8253,5911,4116,2363,6104,5316,4613, 
 支付的各项税费(万元),2315,2086,429,1943,1449,775,296,2302,1382,770, 
 支付的其他与经营活动有关的现金(万元),1185,865,111,1504,1476,773,396,1347,963,515, 
 经营活动现金流出小计(万元),16076,10006,5343,15264,11696,6765,3476,12399,10159,7821, 
 经营活动产生的现金流量净额(万元),1382,-229,-1688,1617,-840,-874,-1521,3243,2097,3473, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,1600,532517,87076, 
 取得投资收益所收到的现金(万元),--,--,--,--,1,--,--,70,131,5, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,0,1,--,--,--,14,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,94,94,94,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,95,95,94,0,1683,532648,87081, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),166,124,8,8944,7391,567,153,381,939,389, 
 投资所支付的现金(万元),500,--,--,18,18,--,--,48,532955,87713, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),666,124,8,8962,7409,567,153,429,533894,88102, 
 投资活动产生的现金流量净额(万元),-666,-124,-8,-8867,-7315,-473,-153,1254,-1246,-1021, 
 吸收投资收到的现金(万元),19869,19869,--,--,--,--,--,200,407,48, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),500,500,--,5591,3843,--,--,100,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,2962,19, 
 筹资活动现金流入小计(万元),20369,20369,0,5591,3843,0,0,300,3369,66, 
 偿还债务支付的现金(万元),5648,1527,397,543,135,30,15,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),151,127,67,72,13,2,1,63,3855,100, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,640,--,2340, 
 筹资活动现金流出小计(万元),5799,1654,464,616,148,32,16,703,3855,2440, 
 筹资活动产生的现金流量净额(万元),14571,18716,-464,4975,3695,-32,-16,-403,-486,-2374, 
 汇率变动对现金及现金等价物的影响(万元),-28,-2,-1,8,-8,2,-3,0,-52,37, 
 现金及现金等价物净增加额(万元),15258,18361,-2161,-2266,-4468,-1377,-1694,4094,313,115, 
 加:期初现金及现金等价物余额(万元),3818,3818,3818,6084,6084,6084,6084,1990,1678,1562, 
 期末现金及现金等价物余额(万元),19076,22179,1657,3818,1616,4707,4390,6084,1990,1678, 
 净利润(万元),--,2602,1037,4083,--,1728,828,3309,2551,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,255,57,478,--,102,94,200,25,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,116,50,189,--,90,43,181,139,--, 
 无形资产摊销(万元),--,54,27,102,--,50,25,86,63,--, 
 长期待摊费用摊销(万元),--,90,47,167,--,74,34,137,112,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,0,1,--,--,--,0,3,--, 
 固定资产报废损失(万元),--,-0,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,11,-31,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,28,16,19,--,0,5,0,52,--, 
 投资损失(万元),--,--,--,--,--,--,--,-70,-131,--, 
 递延所得税资产减少(万元),--,-38,-13,-124,--,-20,-23,-46,-6,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,-3,3,--, 
 存货的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),--,-1484,-1694,-3612,--,-2455,-2455,-782,-1903,--, 
 经营性应付项目的增加(万元),--,-1917,-1220,697,--,-305,-11,218,640,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,65,5,-382,--,-138,-60,0,582,--, 
 经营活动产生现金流量净额(万元),--,-229,-1688,1617,--,-874,-1521,3243,2097,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),19076,22179,1657,3818,1616,4707,4390,6084,1990,1678, 
 现金的期初余额(万元),3818,3818,3818,6084,6084,6084,6084,1990,1678,1562, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),15258,18361,-2161,-2266,-4468,-1377,-1694,4094,313,115, 

