 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),35584,136622,84805,47230,25865,83645,53497,34406,17383,53539,34562,22209,8375,59003,41316,28047,8313,40535,23150,40824,33678, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,156,--,--,--,86,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2618,4192,3808,2230,1927,2459,8058,7888,527,9306,1482,600,591,656,448,285,608,1070,787,2308,825, 
 经营活动现金流入小计(万元),38202,140814,88613,49460,27793,86104,61555,42294,18066,62845,36043,22809,9053,59660,41764,28332,8922,41605,23936,43132,34503, 
 购买商品、接受劳务支付的现金(万元),22886,65189,44078,29080,15163,36948,25467,17603,11186,29538,22220,15572,7463,27872,25065,12011,6432,13233,11178,17449,14389, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),22994,34680,29708,21675,15411,24670,19179,14967,11832,18108,14744,11504,9136,15999,13478,10447,7915,12826,10808,10950,8284, 
 支付的各项税费(万元),3242,9595,6068,4626,2456,10541,8294,7397,6277,3174,2336,1569,996,3734,2614,1559,977,3765,2750,2845,3845, 
 支付的其他与经营活动有关的现金(万元),6951,13395,3817,6335,2537,4579,36564,21247,19743,6480,1503,1743,1775,3028,-2863,1114,673,2136,-2882,1347,2239, 
 经营活动现金流出小计(万元),56072,122859,83671,61715,35567,76739,89503,61213,49038,57300,40802,30387,19370,50633,38294,25132,15998,31960,21854,32591,28757, 
 经营活动产生的现金流量净额(万元),-17870,17954,4942,-12256,-7774,9365,-27949,-18919,-30972,5545,-4759,-7578,-10317,9027,3470,3199,-7076,9645,2082,10540,5746, 
 收回投资所收到的现金(万元),--,243,396,163,163,320,--,--,--,800,--,--,--,--,--,--,--,--,--,4353,3244, 
 取得投资收益所收到的现金(万元),523,2740,2196,1797,361,716,200,200,--,400,--,--,--,--,--,--,--,--,--,24,204, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),9,144,6,4,--,21,2,2,2,15,15,--,--,5,5,2,1,--,--,6,21, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,100,--,--,--,--,--,--,--,--,--,--,1459, 
 收到的其他与投资活动有关的现金(万元),10637,12811,12101,33700,8480,--,--,--,--,--,--,--,--,137,137,137,137,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),11169,15938,14699,35664,9004,1057,202,202,2,1315,15,0,0,143,143,139,139,0,0,4382,4928, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1641,7633,7242,6625,5397,5150,3518,2752,2188,11448,10306,7721,4780,10990,8276,5443,1690,5284,4392,4706,2926, 
 投资所支付的现金(万元),--,2910,2961,2400,400,1410,960,510,--,--,--,--,--,163,163,--,--,--,--,--,2600, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,11540,16122,16165,4225,6176,8372,8372,--,28477,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),1400,7050,100,--,--,49795,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),3041,29134,26425,25190,10023,62531,12850,11634,2188,39925,10306,7721,4780,11153,8439,5443,1690,5284,4392,4706,5526, 
 投资活动产生的现金流量净额(万元),8128,-13196,-11727,10474,-1018,-61474,-12648,-11432,-2186,-38609,-10292,-7721,-4780,-11010,-8296,-5304,-1551,-5284,-4392,-324,-598, 
 吸收投资收到的现金(万元),--,--,--,--,--,58290,56937,443,--,4437,4437,4437,--,42907,--,--,--,229,229,60,1312, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,229,229,60,20, 
 取得借款收到的现金(万元),--,--,--,--,--,3000,3000,3000,--,24518,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,31,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,0,0,0,0,61290,59937,3443,0,28955,4437,4437,31,42907,0,0,0,229,229,60,1312, 
