 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),44316,30086,11477,70457,47014,30812,11704,69856,30330,65249,63565,45286,43052, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),581,230,50,662,446,214,64,710,341,537,967,1490,767, 
 经营活动现金流入小计(万元),44897,30315,11527,71118,47460,31027,11769,70566,30670,65786,64532,46776,43819, 
 购买商品、接受劳务支付的现金(万元),17657,11982,5867,22983,17739,10770,6127,24159,11312,21298,21728,17954,15184, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),11365,7678,3673,15336,11231,7344,3539,15268,7483,14538,11721,9232,6739, 
 支付的各项税费(万元),5973,3793,2199,7971,5525,4502,2282,10857,5062,9573,9124,7458,4991, 
 支付的其他与经营活动有关的现金(万元),10885,6594,3404,11969,8222,5892,4436,13174,5874,13096,11294,9335,13119, 
 经营活动现金流出小计(万元),45880,30048,15143,58259,42717,28508,16384,63457,29730,58505,53867,43979,40033, 
 经营活动产生的现金流量净额(万元),-983,268,-3616,12859,4744,2519,-4616,7108,940,7281,10665,2797,3785, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,870, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,16, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),12,12,7,3,1,1,--,3,0,2,--,8,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),234,169,83,85,53,31,15,63,33,68,50,48,62, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),246,181,90,87,55,32,15,66,33,70,50,56,948, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),11076,2261,921,2902,1932,1382,205,3532,2663,5060,3789,5067,1474, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,700,2036, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),24500,--,4,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),35576,2261,925,2902,1932,1382,205,3532,2663,5060,3789,5767,3510, 
 投资活动产生的现金流量净额(万元),-35330,-2079,-835,-2814,-1877,-1349,-190,-3466,-2630,-4990,-3739,-5711,-2562, 
 吸收投资收到的现金(万元),--,--,--,39807,--,--,--,--,--,--,--,4081,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,300,--, 
 取得借款收到的现金(万元),--,--,--,3000,3000,2000,--,5000,5000,3500,3500,5200,3590, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,0,0,42807,3000,2000,0,5000,5000,3500,3500,9281,3590, 
 偿还债务支付的现金(万元),--,--,--,6000,3500,3000,--,5500,3500,2000,5000,4900,8390, 
 分配股利、利润或偿付利息所支付的现金(万元),2448,2448,40,2167,2144,872,38,3119,2981,3930,722,243,166, 
 其中：子公司支付给少数股东的股利、利润(万元),40,40,40,33,--,33,33,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),872,872,752,297,--,--,44,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),3320,3320,792,8464,5644,3872,82,8619,6481,5930,5722,5143,8556, 
 筹资活动产生的现金流量净额(万元),-3320,-3320,-792,34343,-2644,-1872,-82,-3619,-1481,-2430,-2222,4138,-4966, 
 汇率变动对现金及现金等价物的影响(万元),18,-24,-8,13,10,10,-3,2,-1,-14,5,7,18, 
 现金及现金等价物净增加额(万元),-39616,-5156,-5251,44401,232,-693,-4891,25,-3171,-153,4709,1230,-3725, 
 加:期初现金及现金等价物余额(万元),55609,55609,55609,11208,11208,11208,11208,11183,11183,11337,6627,5397,9122, 
 期末现金及现金等价物余额(万元),15994,50454,50359,55609,11440,10516,6317,11208,8012,11183,11337,6627,5397, 
 净利润(万元),--,2341,--,7667,4187,2172,--,7610,--,7317,8040,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,345,--,470,202,267,--,490,--,245,77,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,674,--,1495,1130,764,--,1491,--,1417,1345,--,--, 
 无形资产摊销(万元),--,120,--,166,115,72,--,113,--,104,91,--,--, 
 长期待摊费用摊销(万元),--,911,--,1979,1523,1037,--,1873,--,1316,871,--,--, 
