 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),735155,527403,661779,452970,297866,467247,200882,397249,352669,367315,398783,839547,937747,738336, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,9893,-1893,-3,9893,--,--,--,--,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),814,814,1549,1036,618,342,--,--,--,--,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到的税费返还(万元),1589,629,1637,1493,671,548,30,58,34,722,2,26,963,315, 
 收到的其他与经营活动有关的现金(万元),482303,309519,686791,554802,273513,562540,308847,771814,1139153,773009,324404,696894,658715,666780, 
 经营活动现金流入小计(万元),1219861,838366,1351756,1008408,572666,1040569,509758,1169121,1491855,1141047,723188,1536466,1597425,1405431, 
 购买商品、接受劳务支付的现金(万元),730643,496289,659336,464330,294822,460786,196072,375845,350185,359375,380641,845593,951660,700076, 
 客户贷款及垫款净增加额(万元),-3225,-3225,8705,4974,1763,6630,681,--,--,--,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
