 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),216627,128068,203666,152200,149393,126079,132450, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),204,88,346,302,172,764,1289, 
 收到的其他与经营活动有关的现金(万元),8672,6898,19294,12445,9145,14373,11837, 
 经营活动现金流入小计(万元),225503,135054,223305,164948,158710,141217,145576, 
 购买商品、接受劳务支付的现金(万元),114036,74298,131370,104851,87961,84580,94399, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),22628,13143,24355,17693,21685,19882,16573, 
 支付的各项税费(万元),19485,11916,22880,15864,19917,11473,7554, 
 支付的其他与经营活动有关的现金(万元),23846,10941,21819,11280,14217,15058,18264, 
 经营活动现金流出小计(万元),179995,110298,200423,149688,143780,130993,136791, 
 经营活动产生的现金流量净额(万元),45508,24755,22882,15260,14930,10224,8785, 
 收回投资所收到的现金(万元),1210,--,4710,4710,1900,8350,6700, 
 取得投资收益所收到的现金(万元),--,--,80,80,157,32,7, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),772,201,369,160,149,870,149, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,100,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
