 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),58852,289604,213431,128195,58107,300066,177548,124125,65915,276950,186692,138471,67298,266384,214035,137529,61843,262104,191450,115974,62748,307276,263278,243403,201086, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),157,722,230,195,134,222,147,77,51,654,370,235,137,386,294,53,--,929,750,702,--,859,1008,2088,4970, 
 收到的其他与经营活动有关的现金(万元),2166,6079,3533,1740,3869,2586,4457,2115,9438,7098,4910,3398,956,2878,2649,2303,1120,11165,6826,5418,4438,4453,9370,3042,18534, 
 经营活动现金流入小计(万元),61175,296405,217193,130130,62109,302874,182152,126318,75404,284703,191972,142103,68392,269649,216979,139884,62963,274198,199026,122094,67186,312589,273657,248533,224590, 
 购买商品、接受劳务支付的现金(万元),42552,197433,154064,103904,48811,184026,115362,87199,44041,169645,119537,97920,49468,165813,145427,100209,45426,189618,146746,91482,53618,195596,202800,162123,136842, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),19427,59477,42209,27990,16392,50521,38456,25594,15402,49213,38907,24372,14156,47488,36539,24555,14686,42007,33044,21941,12692,39905,33627,26396,24018, 
 支付的各项税费(万元),7803,21695,16285,9986,4285,20325,15907,11719,6146,24210,18491,11837,6081,21520,17276,10804,6782,20558,16626,9810,6048,23514,18728,15244,15562, 
 支付的其他与经营活动有关的现金(万元),10742,27777,24473,14890,8226,33749,19248,11455,9064,26036,19684,15809,7442,27706,26761,15253,6068,33336,26070,20200,12812,30194,27402,27716,37836, 
 经营活动现金流出小计(万元),80523,306382,237031,156770,77715,288620,188973,135967,74653,269105,196619,149939,77147,262527,226003,150821,72962,285519,222486,143433,85170,289210,282556,231479,214258, 
 经营活动产生的现金流量净额(万元),-19348,-9977,-19837,-26639,-15606,14253,-6821,-9649,751,15598,-4647,-7836,-8755,7122,-9024,-10937,-9999,-11320,-23460,-21339,-17984,23379,-8899,17054,10332, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6000,--,4687,--, 
 取得投资收益所收到的现金(万元),--,3351,3210,2741,--,4235,4235,3609,--,5371,5371,4732,2366,5300,4918,2374,--,2641,2624,315,--,1902,1384,299,364, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),9,100,49,21,1,127,53,33,12,173,31,18,10,123,62,45,11,62,46,35,15,159,7763,304,67, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,810,--,1957, 
 收到的其他与投资活动有关的现金(万元),157,--,--,--,--,114,--,--,47,30885,30462,30462,30462,--,73,61,43,184,167,159,28,163,75,224,5108, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),166,3451,3259,2762,1,4476,4288,3643,59,36428,35864,35212,32838,5423,5053,2480,54,2887,2837,509,43,8224,10032,5514,7496, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3831,12876,7880,4703,1586,8388,6053,4194,1999,4872,3689,2781,1385,8912,5623,4995,2665,10900,8269,6109,4032,8986,8805,4989,3457, 
 投资所支付的现金(万元),--,--,--,--,--,275,275,275,--,1370,3858,3858,--,1341,591,--,--,900,900,--,--,6000,3583,15952,1999, 
