 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),217739,92461,325431,244275,110750,47629,101370,45095,24602,6348,64219,43186,19824,1388,38470,18042,14526,2507,37026,16495,12147,7032,23831,16401,15126,4147,15888,6678,9950,4545,17806,12412,15547,6596,7827, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,18936,20936,2087,48008,34008,24564,11063,7556,556,7400,500,28000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),21278,10092,38151,25710,16556,7792,29623,21097,13755,7225,27220,20415,12713,5064,7666,3760,2276,1071,1236,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到的税费返还(万元),--,--,103,--,--,--,54,161,161,--,--,8,--,--,185,--,--,--,130,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到的其他与经营活动有关的现金(万元),7105,1039,9992,6736,3733,2019,16611,8896,2105,6688,8367,1982,997,5327,7603,4646,4736,1269,2064,1545,1032,2128,1950,3587,1894,1523,2287,1616,2908,480,1880,1414,3008,7541,3981, 
 经营活动现金流入小计(万元),246122,103592,373678,295658,151976,59528,195666,109256,65187,31324,107362,66148,40933,12279,81925,26448,21538,4847,40457,18040,13179,9160,25780,19988,17020,5671,18175,8294,12858,5025,19686,13825,18555,14138,11808, 
 购买商品、接受劳务支付的现金(万元),215422,86867,288733,216889,98570,37334,63153,32193,17691,5294,29456,23162,9959,2014,7615,5049,3731,1438,7614,4443,3202,1851,6609,3951,1385,557,918,1854,1931,158,718,514,401,533,414, 
 客户贷款及垫款净增加额(万元),22284,45207,19242,33051,17731,23525,52350,38194,38580,17050,43744,47144,35592,6125,74344,15156,9015,3185,17863,9591,8349,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),3574,3806,8461,6455,4200,3031,6367,4151,1968,1503,3383,2141,1845,--,967,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),12759,5226,23419,17349,10689,5130,20786,15077,10121,5029,17613,13094,7512,3179,10220,6863,4467,1702,8904,5284,3681,2005,5922,4086,2556,1382,3536,2491,1638,834,2353,1710,1555,872,500, 
 支付的各项税费(万元),7706,3134,12484,9225,7216,2959,11159,8953,4657,2622,9067,6043,3913,1499,5732,3100,2166,707,4243,3192,1906,849,3115,2321,1441,546,2802,2204,1046,456,3139,2429,2241,2339,523, 
 支付的其他与经营活动有关的现金(万元),37552,25294,32152,34900,17204,16208,21701,10446,11119,4136,15842,6057,4067,1264,7964,1949,2610,2244,7102,4210,2483,1332,5181,2765,3752,678,6679,2288,6329,4790,3571,1424,5136,4364,5947, 
 经营活动现金流出小计(万元),319299,182534,393054,317869,155610,88188,175516,109015,84137,35635,119105,97642,62887,14081,106843,32117,21988,9276,45726,26719,19621,6038,20828,13123,9133,3164,13935,8837,10944,6237,9780,6077,9332,8109,7384, 
 经营活动产生的现金流量净额(万元),-73177,-78941,-19376,-22212,-3634,-28660,20150,241,-18950,-4311,-11743,-31494,-21954,-1802,-24918,-5669,-450,-4429,-5269,-8679,-6441,3122,4953,6865,7887,2507,4241,-543,1915,-1212,9906,7748,9223,6028,4424, 
 收回投资所收到的现金(万元),--,--,1131,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2000,30,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 取得投资收益所收到的现金(万元),12,--,7217,9033,8616,137,125,86,28,13,163,188,180,69,304,183,71,45,118,48,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),8112,4,7,4,4,--,1,0,0,--,106,2,--,--,82,77,77,78,4,4,--,--,0,--,--,--,0,--,--,--,--,0,0,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,433,--,--,--,679,--,--,--,--,--,--,--,1147,1400,565,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),3225,3225,2360,752,2010,1010,534,--,--,3000,3800,3500,3500,3500,1000,--,--,--,--,--,--,--,--,--,--,--,686,--,--,--,17,17,309,7604,443, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 投资活动现金流入小计(万元),11349,3229,11149,9788,10630,1147,1340,86,28,3013,4069,3690,3680,3569,2533,1659,713,2123,152,51,0,0,0,0,0,0,686,0,0,0,17,17,309,7604,443, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),14446,7041,9201,9661,1974,773,5283,4871,2616,1258,2477,1229,948,628,3554,2308,1317,1079,6031,3545,1439,554,2104,4376,3298,1325,10359,11371,5988,3405,11605,10934,11626,1811,10043, 
 投资所支付的现金(万元),6800,800,38756,5649,5849,43,41892,41891,1101,--,31592,4426,4426,--,--,560,--,--,1164,9000,9000,--,--,--,--,--,82,--,--,--,--,0,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),16269,--,1134,13897,1528,2942,6800,2212,2102,966,525,9317,10298,13583,4586,266,-242,70,578,623,595,--,1365,--,--,--,566,--,--,--,11,6,38,650,317, 
 支付的其他与投资活动有关的现金(万元),605,--,4050,--,--,1799,2370,3270,2085,2152,--,900,--,3478,2000,14000,800,--,5507,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 投资活动现金流出小计(万元),38120,7841,53141,29207,9351,5557,56345,52244,7904,4376,34594,15872,15672,17689,10141,17134,1875,1149,13280,13167,11034,554,3469,4376,3298,1325,11007,11371,5988,3405,11616,10940,11664,2461,10359, 
 投资活动产生的现金流量净额(万元),-26771,-4613,-41992,-19419,1279,-4410,-55005,-52158,-7876,-1363,-30525,-12182,-11993,-14120,-7608,-15475,-1163,974,-13128,-13116,-11034,-554,-3469,-4376,-3298,-1325,-10321,-11371,-5988,-3405,-11599,-10923,-11354,5143,-9917, 
 吸收投资收到的现金(万元),1500,--,85870,85190,4830,4600,7357,1072,--,--,12890,--,--,--,--,--,--,--,315,--,0,16,2156,--,--,--,60673,59774,59774,59774,--,0,5760,0,4000, 
