 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),27767,14716,5288,44357,25754,15672,8065,25769,23046,16097,10440, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),846,560,183,1312,860,619,157,1113,1251,667,604, 
 收到的其他与经营活动有关的现金(万元),767,536,1028,1867,1414,1114,354,1524,800,522,573, 
 经营活动现金流入小计(万元),29380,15812,6500,47536,28029,17405,8576,28405,25097,17286,11617, 
 购买商品、接受劳务支付的现金(万元),23369,15100,7738,31071,23274,14039,8499,15179,15173,9406,6183, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4295,2852,1674,5062,3900,2677,1563,3815,2689,2241,1538, 
 支付的各项税费(万元),2252,1434,965,2850,2158,1434,647,2107,1807,1279,660, 
 支付的其他与经营活动有关的现金(万元),4663,2934,3082,4442,3535,2587,1446,4867,3304,1540,1413, 
 经营活动现金流出小计(万元),34580,22319,13460,43424,32868,20737,12155,25967,22973,14465,9794, 
 经营活动产生的现金流量净额(万元),-5199,-6507,-6960,4112,-4839,-3332,-3579,2438,2124,2820,1823, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,9,9,9,--,--,--,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,16484,16484,16484,50,31745,7070,21738,10535, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,16493,16493,16493,50,31745,7070,21738,10535, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2829,2144,857,3275,2934,2077,583,2273,1825,1118,702, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),8000,--,--,16400,16400,16400,--,31706,7000,21690,10390, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),10829,2144,857,19675,19334,18477,583,33978,8825,22808,11092, 
 投资活动产生的现金流量净额(万元),-10829,-2144,-857,-3182,-2841,-1984,-533,-2233,-1755,-1069,-558, 
