 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),23896,16120,29713,22428,29706,26628,27918, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),16,9,79,78,--,22,63, 
 收到的其他与经营活动有关的现金(万元),371,172,294,315,269,194,138, 
 经营活动现金流入小计(万元),24283,16301,30085,22820,29975,26843,28120, 
 购买商品、接受劳务支付的现金(万元),10991,7592,18568,14424,17989,16421,16197, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3896,2550,4828,3444,4379,3509,3382, 
 支付的各项税费(万元),2922,1521,3362,2512,2766,2477,2334, 
 支付的其他与经营活动有关的现金(万元),1267,496,822,1520,1549,1263,1032, 
 经营活动现金流出小计(万元),19077,12159,27581,21900,26684,23670,22944, 
 经营活动产生的现金流量净额(万元),5206,4142,2505,921,3290,3173,5176, 
 收回投资所收到的现金(万元),3500,3500,7600,6600,17000,23510,910, 
 取得投资收益所收到的现金(万元),14,14,16,16,60,12,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,16,17,85,1,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),3515,3514,7631,6633,17145,23523,910, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4215,3140,2094,1387,2742,2153,1750, 
 投资所支付的现金(万元),3500,3500,6500,6600,21522,23510,910, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),7715,6640,8594,7987,24264,25663,2660, 
 投资活动产生的现金流量净额(万元),-4200,-3126,-962,-1353,-7120,-2140,-1750, 
 吸收投资收到的现金(万元),--,--,--,--,4324,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,124,--,--, 
 取得借款收到的现金(万元),2000,2000,5500,2500,9800,7000,6900, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),756,630,2796,1800,2760,1640,2050, 
 筹资活动现金流入小计(万元),2756,2630,8296,4300,16884,8640,8950, 
 偿还债务支付的现金(万元),1000,1000,5500,1500,9800,6500,6400, 
 分配股利、利润或偿付利息所支付的现金(万元),1357,100,2009,1960,1245,1266,1266, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1630,994,2040,1620,3000,1830,2110, 
 筹资活动现金流出小计(万元),3986,2094,9549,5080,14045,9596,9776, 
 筹资活动产生的现金流量净额(万元),-1230,536,-1253,-780,2839,-956,-826, 
 汇率变动对现金及现金等价物的影响(万元),0,2,13,--,--,--,--, 
 现金及现金等价物净增加额(万元),-224,1554,302,-1213,-990,78,2600, 
 加:期初现金及现金等价物余额(万元),4248,4248,3945,5045,4936,4858,2258, 
 期末现金及现金等价物余额(万元),4024,5802,4248,3832,3945,4936,4858, 
 净利润(万元),--,2247,5202,--,4309,4138,3624, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),--,102,317,--,87,216,231, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,407,774,--,464,360,320, 
 无形资产摊销(万元),--,34,58,--,44,46,157, 
 长期待摊费用摊销(万元),--,5,3,--,3,3,3, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-2,-4,--,-6,-14,1, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),--,101,286,--,239,274,229, 
 投资损失(万元),--,-83,24,--,14,-12,-0, 
 递延所得税资产减少(万元),--,-85,-156,--,27,-40,-75, 
