 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),601681,434645,260615,110827,564206,421859,267128,105392,511792,362273,224434,91313,375921,260037,157497,57696,308223,229651,162449,74068,326723,236750,146416,79120,220177,144868,95837,45636,161739,111853,78573,183205,99566,55882, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),9609,3933,1631,2564,310,242,54,1,590,332,201,104,237,308,67,1,2,1,--,--,9,9,8,6,7,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),12013,10361,9335,6532,6076,4132,3175,3602,5665,10409,1371,853,5044,5346,1996,805,10835,14033,9752,708,14182,13820,5714,9518,23475,25982,20342,14283,6976,4531,1962,3245,25686,5271, 
 经营活动现金流入小计(万元),623303,448939,271581,119923,570592,426232,270357,108995,518047,373014,226005,92270,381201,265691,159561,58502,319060,243685,172201,74776,340914,250579,152138,88644,243659,170850,116179,59919,168715,116384,80535,186450,125252,61153, 
 购买商品、接受劳务支付的现金(万元),246128,184562,126549,51643,167676,105907,72974,43613,232381,177252,125125,68214,202550,155317,101248,39004,169017,124754,80008,29013,132393,99202,65468,38988,207387,173580,103621,43259,133700,99721,58004,115584,65444,38256, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),70416,49665,33689,20171,56627,41042,30331,15458,52184,35644,25014,13543,46898,32599,21701,7565,31151,20570,13022,6392,25162,16493,10275,5192,17167,10904,6715,3624,10409,7007,4651,9213,5873,4077, 
 支付的各项税费(万元),76966,58729,36646,18853,88550,72797,46854,18751,50274,33047,18074,6959,39275,28576,18980,7152,34929,27203,21393,11591,24972,13697,9404,4195,15657,12591,10272,6783,15756,11894,9898,19222,6712,3846, 
 支付的其他与经营活动有关的现金(万元),23154,17011,10080,5792,22554,12304,5600,4725,17316,13368,6447,2431,7857,13605,5157,2519,12472,14779,8714,2485,10631,9175,5057,2445,6944,3775,5560,2827,4279,4360,2065,7689,27796,9942, 
 经营活动现金流出小计(万元),416664,309966,206963,96460,335408,232049,155758,82548,352154,259310,174660,91147,296581,230097,147086,56240,247570,187307,123137,49480,193159,138567,90204,50820,247155,200850,126169,56493,164145,122983,74618,151708,105824,56121, 
 经营活动产生的现金流量净额(万元),206638,138973,64617,23463,235184,194183,114599,26447,165893,113704,51345,1123,84621,35594,12475,2262,71490,56378,49064,25297,147756,112012,61934,37824,-3496,-30000,-9989,3426,4569,-6599,5917,34741,19427,5033, 
 收回投资所收到的现金(万元),4200,4200,4200,2000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2020,40,--, 
