 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),10996,8322,3065,16551,13043,8321,2826,14586,7817,7784,10441,9590, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),229,183,59,468,334,208,91,386,227,250,238,0, 
 收到的其他与经营活动有关的现金(万元),386,2539,1692,3841,341,3721,3697,522,91,278,107,199, 
 经营活动现金流入小计(万元),11611,11044,4815,20860,13719,12251,6614,15495,8135,8312,10785,9789, 
 购买商品、接受劳务支付的现金(万元),7239,4733,3323,8779,8329,5540,3330,7293,3218,6297,4998,5322, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1648,1245,718,2213,1640,1190,647,2151,1119,1717,1257,1169, 
 支付的各项税费(万元),1450,1010,495,1949,2036,1012,524,1505,850,770,983,841, 
 支付的其他与经营活动有关的现金(万元),2247,3489,1317,2998,1187,2080,2418,4430,2336,623,567,666, 
 经营活动现金流出小计(万元),12583,10477,5853,15939,13193,9823,6920,15380,7523,9406,7805,7998, 
 经营活动产生的现金流量净额(万元),-971,567,-1038,4920,526,2428,-306,115,611,-1095,2980,1791, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,6,10, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,0,0,--,--,1,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,754,--,754,754,630,630,--,1035,893, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,754,0,754,754,631,630,0,1041,903, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),140,421,323,2124,88,1177,895,2014,1217,1404,2528,1809, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,300,300,--,--,238,51,539,--,630,--,1000, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),140,721,623,2124,88,1415,946,2553,1217,2034,2528,2809, 
 投资活动产生的现金流量净额(万元),-140,-721,-623,-1370,-88,-660,-192,-1921,-587,-2034,-1487,-1906, 
 吸收投资收到的现金(万元),12661,--,--,--,0,--,--,--,--,4764,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),2000,2000,--,8120,4620,3070,1270,6400,2680,6650,1100,1800, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,2000,2000,--,--,--, 
 筹资活动现金流入小计(万元),14661,2000,0,8120,4620,3070,1270,8400,4680,11414,1100,1800, 
 偿还债务支付的现金(万元),1800,1800,--,7840,4304,2750,850,8030,4750,2300,600,600, 
 分配股利、利润或偿付利息所支付的现金(万元),186,127,61,1288,168,126,64,1390,176,273,1463,56, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,20,--,82,--,80,64,36,--,2000,--,--, 
 筹资活动现金流出小计(万元),1986,1947,61,9210,4472,2956,978,9456,4926,4573,2063,656, 
 筹资活动产生的现金流量净额(万元),12675,53,-61,-1090,148,114,292,-1056,-246,6841,-963,1144, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),11563,-101,-1721,2461,586,1882,-205,-2863,-221,3713,530,1028, 
 加:期初现金及现金等价物余额(万元),7939,5735,5735,3275,7806,3275,3275,6137,6137,2425,1895,867, 
 期末现金及现金等价物余额(万元),19502,5634,4014,5735,8392,5156,3069,3275,5917,6137,2425,1895, 
 净利润(万元),--,1426,660,3251,--,1489,653,2771,--,1434,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,61,54,145,--,112,109,91,--,216,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,177,87,347,--,175,88,333,--,323,--,--, 
 无形资产摊销(万元),--,35,17,62,--,30,15,51,--,44,--,--, 
 长期待摊费用摊销(万元),--,0,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,0,--,--,--,9,--,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,126,61,268,--,125,64,366,--,250,--,--, 
 投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,--,-7,-48,--,--,-14,-37,--,-58,--,--, 
 递延所得税负债增加(万元),--,-5,--,--,--,-13,--,--,--,--,--,--, 
 存货的减少(万元),--,709,247,414,--,264,-321,-851,--,-2268,--,--, 
 经营性应收项目的减少(万元),--,-666,-768,-314,--,838,-593,-5807,--,-3343,--,--, 
 经营性应付项目的增加(万元),--,-1295,-1389,795,--,-591,-305,3189,--,1796,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
