 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),319704,201849,94296,261392,179953,92884,32151,108398,74406,50010,86856,70854,54436,9059, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),22776,12184,4452,15527,8331,3572,2811,4470,1240,121,3498,1867,910,217, 
 收到的其他与经营活动有关的现金(万元),2342,609,303,1929,752,236,147,984,976,632,887,1543,221,231, 
 经营活动现金流入小计(万元),344823,214643,99051,278847,189036,96693,35108,113852,76623,50763,91241,74264,55568,9507, 
 购买商品、接受劳务支付的现金(万元),198273,128346,56326,221835,138751,76979,26719,57142,35199,21468,33878,28926,25653,5220, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),27503,18085,11010,22587,17382,11443,6983,12826,9676,6257,7986,4307,2653,807, 
 支付的各项税费(万元),26130,19511,9308,29308,23782,9579,4293,11629,9823,5374,10833,9802,6905,560, 
 支付的其他与经营活动有关的现金(万元),30080,17799,9989,23363,14823,10496,2781,9408,4650,2215,5078,6064,1707,447, 
 经营活动现金流出小计(万元),281987,183740,86634,297094,194738,108498,40776,91005,59348,35314,57775,49099,36919,7035, 
 经营活动产生的现金流量净额(万元),62836,30903,12417,-18246,-5702,-11805,-5668,22847,17275,15448,33466,25165,18649,2472, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,0,--,--,--,--,--,--,--,--,0,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),500,500,--,850,1100,600,600,1918,336,336,--,125,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),500,500,0,850,1100,600,600,1918,336,336,0,125,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4085,2777,1269,2790,2296,1308,339,3428,1710,821,7296,13924,404,27, 
 投资所支付的现金(万元),--,--,--,61,--,--,--,1388,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,100,100,80,--,--,0,--,--,5,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),4085,2777,1269,2951,2396,1388,339,4816,1710,821,7296,13929,404,27, 
 投资活动产生的现金流量净额(万元),-3585,-2277,-1269,-2101,-1296,-788,261,-2898,-1373,-485,-7296,-13804,-404,-27, 
 吸收投资收到的现金(万元),44431,--,--,80974,--,--,--,--,--,--,--,--,2054,1275, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),167,94,30,48,--,--,--,--,--,--,--,--,--,--, 
