 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),60279,40606,18149,86083,58867,36377,14856,73146,46402,29590,18263,71720,53481,35610,28933, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),172,12,15,341,111,65,29,1665,1493,1393,--,10,31,72,--, 
 收到的其他与经营活动有关的现金(万元),2286,882,351,1689,1027,605,207,1426,1183,907,744,956,1065,755,2253, 
 经营活动现金流入小计(万元),62738,41500,18514,88113,60006,37047,15092,76236,49079,31890,19007,72686,54577,36436,31186, 
 购买商品、接受劳务支付的现金(万元),30059,19693,10554,43246,31911,21047,10037,38552,32127,21526,8757,33524,24118,17157,14954, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8500,6721,3793,11485,8170,5846,3682,10994,8373,5580,3297,8690,6765,5211,4163, 
 支付的各项税费(万元),8474,5973,3167,7907,6371,4026,2298,8394,6490,4899,2231,7433,4409,4088,3470, 
 支付的其他与经营活动有关的现金(万元),5104,2918,1350,6401,4921,2627,898,6564,4334,2619,1151,5204,3933,3410,2079, 
 经营活动现金流出小计(万元),52137,35304,18864,69040,51374,33546,16915,64505,51324,34623,15437,54851,39225,29866,24666, 
 经营活动产生的现金流量净额(万元),10601,6195,-350,19073,8631,3501,-1823,11731,-2246,-2733,3570,17835,15352,6571,6520, 
 收回投资所收到的现金(万元),206200,129200,72000,72400,5600,3500,3500,12100,9600,9000,800,24800,9000,--,--, 
 取得投资收益所收到的现金(万元),2104,1159,597,348,22,10,6,180,172,159,3,204,51,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,175,175,150,--,150,150,150,--,392,1,3,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,100,100,100,150,100,--,120,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),208304,130359,72597,72923,5796,3660,3506,12530,10021,9409,953,25496,9052,123,3, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2687,1918,1751,3565,3112,2469,1945,4605,4096,2914,1380,3455,2700,5024,3592, 
 投资所支付的现金(万元),215990,143940,72740,145700,71400,6200,6200,12100,9600,9600,9600,24800,9000,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,126,126,111,89,--,--,--,896, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),218677,145858,74491,149265,74512,8669,8145,16831,13822,12625,11069,28255,11700,5024,4488, 
 投资活动产生的现金流量净额(万元),-10373,-15500,-1894,-76341,-68716,-5009,-4639,-4301,-3800,-3216,-10116,-2759,-2648,-4901,-4485, 
 吸收投资收到的现金(万元),--,--,--,67640,67640,67640,--,--,--,--,--,--,--,--,6548, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,7000,6000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,7523, 
