 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),12435,7409,2344,22131,9924,5596,1494,24118,11159,--,21721,11337,8223,1416, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),684,607,396,985,766,514,487,386,131,--,755,406,698,0, 
 收到的其他与经营活动有关的现金(万元),1656,1111,672,1597,1541,855,601,2652,1478,--,1008,1423,160,26, 
 经营活动现金流入小计(万元),14775,9128,3412,24713,12231,6965,2582,27156,12768,--,23484,13166,9082,1441, 
 购买商品、接受劳务支付的现金(万元),6129,3871,1765,8622,5073,2866,1304,9199,8749,--,10034,2636,806,106, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6688,4738,2598,7400,5457,3784,2000,6461,4731,--,5129,4562,3613,1008, 
 支付的各项税费(万元),1990,1415,795,3240,2716,1362,654,3350,1100,--,2263,2167,868,189, 
 支付的其他与经营活动有关的现金(万元),3350,2120,972,3862,3270,2248,1075,4074,2823,--,3561,2328,1753,425, 
 经营活动现金流出小计(万元),18158,12144,6130,23124,16516,10260,5032,23085,17403,--,20987,11693,7039,1728, 
