 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),74006,50457,23375,75391,49825,32073,16430,68326,13312,62534,51427,50405, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),5896,2121,817,5138,3654,1767,1298,5207,902,3906,3929,3730, 
 收到的其他与经营活动有关的现金(万元),2927,592,1010,3290,1961,1226,959,2849,1804,1355,600,857, 
 经营活动现金流入小计(万元),82829,53171,25202,83820,55440,35067,18688,76381,16019,67795,55957,54992, 
 购买商品、接受劳务支付的现金(万元),29530,18928,9066,28357,18633,11512,7676,28047,6508,22938,19878,33839, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),21205,13352,8003,22192,16816,10433,6975,20034,6073,15432,11554,7114, 
 支付的各项税费(万元),8139,5167,3149,4628,3337,2071,1110,5797,2628,4259,5608,4717, 
 支付的其他与经营活动有关的现金(万元),14281,10926,4675,14981,10694,7139,4592,16874,6237,13811,9923,7773, 
 经营活动现金流出小计(万元),73156,48372,24892,70158,49480,31155,20352,70753,21446,56440,46962,53443, 
 经营活动产生的现金流量净额(万元),9673,4798,309,13662,5960,3912,-1664,5629,-5428,11355,8994,1549, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,1365, 
 取得投资收益所收到的现金(万元),413,253,118,323,298,148,104,286,75,465,76,123, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),10480,10480,10460,10676,10756,12378,11533,6224,5400,3345,5736,2100, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),10893,10733,10578,10999,11054,12526,11637,6509,5475,3810,5812,3588, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1624,935,387,1389,1114,748,596,1621,440,1660,4925,2241, 
 投资所支付的现金(万元),--,--,--,90,90,90,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,9204,--,10629, 
 支付的其他与投资活动有关的现金(万元),36024,29632,10650,10460,12736,12485,2500,10600,2000,7900,--,5000, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),37647,30567,11037,11939,13939,13322,3096,12221,2440,18764,4925,17869, 
 投资活动产生的现金流量净额(万元),-26755,-19834,-459,-940,-2886,-797,8541,-5712,3035,-14953,886,-14282, 
 吸收投资收到的现金(万元),16710,16710,16710,--,--,--,--,--,--,1106,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),3107,1111,38,8542,8152,4558,1167,21993,11182,36657,7592,8586, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),19816,17821,16747,8542,8152,4558,1167,21993,11182,37763,7592,8586, 
 偿还债务支付的现金(万元),2348,1413,467,16834,9778,8148,5013,28005,14431,18312,13586,--, 
 分配股利、利润或偿付利息所支付的现金(万元),551,549,0,404,295,227,144,510,229,6564,3122,4135, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),2899,1962,467,17238,10074,8375,5157,28514,14660,24877,16708,4135, 
 筹资活动产生的现金流量净额(万元),16917,15858,16280,-8697,-1921,-3817,-3989,-6522,-3479,12886,-9116,4452, 
 汇率变动对现金及现金等价物的影响(万元),-268,-160,-10,189,129,44,-6,272,58,107,-41,-34, 
 现金及现金等价物净增加额(万元),-432,662,16120,4214,1282,-658,2881,-6333,-5814,9395,724,-8315, 
 加:期初现金及现金等价物余额(万元),16638,16638,16638,12424,12424,12424,12424,18757,18757,9362,8638,16953, 
 期末现金及现金等价物余额(万元),16206,17301,32759,16638,13706,11766,15306,12424,12943,18757,9362,8638, 
 净利润(万元),--,7365,--,--,5302,3338,--,10587,899,13175,7065,12994, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,346,--,--,428,-43,--,545,19,461,8306,332, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,460,--,--,613,366,--,682,170,529,439,359, 
 无形资产摊销(万元),--,262,--,--,555,160,--,728,168,644,593,118, 
 长期待摊费用摊销(万元),--,113,--,--,164,71,--,317,97,372,264,91, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,--,--,0,0,0,--,0, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,-303, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,115,--,--,257,837,--,406,93,657,641,149, 
 投资损失(万元),--,-253,--,--,-298,-148,--,-286,-98,-465,-76,-123, 
 递延所得税资产减少(万元),--,6,--,--,89,-155,--,-356,-548,-329,74,-205, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-3101,--,--,-4255,-1370,--,1299,636,-730,3392,-10229, 
 经营性应收项目的减少(万元),--,1590,--,--,6274,1965,--,-7217,-1420,-4202,-9331,-5961, 
 经营性应付项目的增加(万元),--,-2528,--,--,-3802,-1530,--,-1420,-5443,1243,-2373,4326, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,422,--,--,633,422,--,342,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,4798,--,--,5960,3912,--,5629,-5428,11355,8994,1549, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),16206,17301,32759,16638,13706,11766,15306,12424,12943,18757,9362,8638, 
 现金的期初余额(万元),16638,16638,16638,12424,12424,12424,12424,18757,18757,9362,8638,16953, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-432,662,16120,4214,1282,-658,2881,-6333,-5814,9395,724,-8315, 

