 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),44458,178136,126817,81385,35987,142948,106295,62163,33716,132488,107240,66282,33460,116590,90914,57506,30751,104363,83675,52114,30247,103769,83105,54230,103419,81149,59682, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),18222,5404,9617,5009,2505,1384,6090,1236,940,12943,3622,3279,1246,3018,5044,2753,1385,2824,3726,2147,842,1821,1139,408,2056,1324,2810, 
 经营活动现金流入小计(万元),62680,183540,136434,86394,38492,144331,112385,63399,34656,145431,110862,69561,34706,119608,95958,60259,32137,107187,87401,54262,31089,105590,84244,54638,105476,82473,62492, 
 购买商品、接受劳务支付的现金(万元),15315,121496,67627,39595,14100,89012,58918,32307,12922,91227,66152,30487,15808,81346,52816,28083,10514,80416,54201,33864,13770,76325,54103,35098,79951,69431,45453, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2927,11020,7323,5834,2630,8398,5758,4600,2212,7483,6431,4702,1506,4425,3053,2529,1430,3524,2680,1906,1138,3225,3978,2215,3166,1856,1291, 
 支付的各项税费(万元),4174,17015,12686,7704,3731,12612,8411,4998,2331,13110,6756,4664,2238,10042,7166,4862,2861,10434,7329,5078,2853,10117,7602,5624,8299,6121,5033, 
 支付的其他与经营活动有关的现金(万元),11539,20717,25196,14077,7807,17542,21145,9572,7437,22666,20810,15501,5424,11566,17625,10259,5570,7416,10329,6696,3786,8474,9274,3626,7401,9487,4650, 
 经营活动现金流出小计(万元),33956,170247,112831,67209,28268,127565,94231,51477,24902,134486,100149,55353,24976,107378,80661,45733,20375,101790,74540,47544,21547,98141,74957,46564,98817,86894,56427, 
 经营活动产生的现金流量净额(万元),28725,13293,23603,19185,10224,16767,18153,11923,9754,10945,10713,14207,9730,12230,15297,14526,11762,5397,12861,6718,9542,7449,9288,8074,6659,-4421,6065, 
 收回投资所收到的现金(万元),--,17000,15000,14000,14000,20000,12000,--,--,--,30,30,--,8000,31000,28000,18000,10000,5000,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,598,297,256,170,165,81,--,--,--,--,--,--,297,290,260,154,98,47,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,509,4,3,--,26,16,80,1,149,10,8,2,15,4,0,0,54,12,11,2,41,3,4,338,98,4, 
