 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),120213,81141,46019,168386,126927,90662,45237,144651,105309,60836,26156,101588,62548,44706,32677, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),10792,2374,2964,10360,5012,2267,2539,8494,4940,1187,1054,5224,8681,4280,2923, 
 经营活动现金流入小计(万元),131005,83515,48984,178746,131938,92929,47776,153146,110249,62023,27210,106812,71229,48986,35600, 
 购买商品、接受劳务支付的现金(万元),68369,38719,20574,83021,67312,45926,24695,75252,52192,25967,10505,44005,61706,46240,27780, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),11930,8548,5105,14187,10874,7510,4870,11287,8627,5687,3521,8429,6512,4786,3011, 
 支付的各项税费(万元),5542,5356,3689,7465,6148,4021,2529,5481,5211,3690,1480,8536,5232,2159,1765, 
 支付的其他与经营活动有关的现金(万元),30164,13503,8735,27640,17972,12389,6377,22767,13826,9272,4932,19339,12138,9184,5204, 
 经营活动现金流出小计(万元),116005,66125,38103,132313,102307,69846,38470,114787,79857,44616,20437,80309,85588,62369,37760, 
 经营活动产生的现金流量净额(万元),14999,17389,10880,46433,29631,23082,9306,38358,30392,17407,6773,26503,-14359,-13383,-2160, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,1500,1400,1640, 
 取得投资收益所收到的现金(万元),1210,--,--,620,620,620,--,487,487,487,--,524,308,723,439, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,6,--,14,8,--,--,67,68,7,7,55,63,--,7, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
