 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),782490,466688,150423,859039,694147,337751,142194,645655,581433,227540,475741,332800,268998, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,258,--,--,--,224,--, 
 收到的其他与经营活动有关的现金(万元),33185,17033,6508,13743,10328,6970,3215,9032,3431,950,12207,1709,1435, 
 经营活动现金流入小计(万元),815675,483722,156931,872782,704475,344721,145409,654944,584864,228490,487948,334733,270433, 
 购买商品、接受劳务支付的现金(万元),432079,261874,94316,453983,377892,169501,68541,370663,328873,127838,275968,208937,170345, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),135063,90581,48079,142498,103067,66079,29851,113526,86204,39047,66946,42116,33964, 
 支付的各项税费(万元),62437,35744,14612,60910,49079,21455,9161,53622,40103,16732,36575,15336,13607, 
 支付的其他与经营活动有关的现金(万元),96175,34010,18600,65715,42842,30984,44352,54641,39059,19350,34848,29894,28215, 
 经营活动现金流出小计(万元),725753,422209,175606,723105,572880,288019,151905,592452,494239,202967,414337,296283,246130, 
 经营活动产生的现金流量净额(万元),89923,61513,-18676,149677,131595,56702,-6496,62492,90625,25523,73611,38450,24302, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,5,2996,--, 
 取得投资收益所收到的现金(万元),20,20,--,20,20,20,--,28,25,25,22,55,14, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),8,3,--,622,1,216,--,6,281,281,20,--,--, 
