 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),1054,11870,6849,3910,1919,13575,8340,4235,752,12449,5698,4120,1834,14913,7488,6000,752,16753,21049,16677, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),3,1012,885,849,219,1600,1560,550,485,1832,1242,769,744,1724,1465,1360,1270,654,148,89, 
 经营活动现金流入小计(万元),1057,12881,7734,4759,2138,15175,9900,4785,1237,14281,6941,4889,2578,16637,8953,7360,2021,17408,21197,16766, 
 购买商品、接受劳务支付的现金(万元),1690,10693,6781,5037,2104,11608,7374,4761,2703,8611,5639,3675,2267,7608,6263,4038,1257,6639,11525,11302, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),714,2360,1756,1104,586,2179,1612,1019,549,1506,1108,549,414,1392,1211,639,358,1199,1012,681, 
 支付的各项税费(万元),91,884,803,544,262,891,752,451,255,862,706,402,115,1547,1347,874,472,1722,2301,1699, 
 支付的其他与经营活动有关的现金(万元),153,1759,751,661,176,1755,1197,1379,764,1652,1732,1035,220,2296,1654,936,198,2609,1698,1208, 
 经营活动现金流出小计(万元),2649,15697,10091,7346,3129,16434,10936,7610,4271,12630,9185,5662,3016,12843,10475,6487,2285,12169,16536,14891, 
 经营活动产生的现金流量净额(万元),-1593,-2815,-2357,-2587,-991,-1259,-1036,-2824,-3034,1651,-2244,-772,-438,3794,-1522,873,-264,5239,4661,1876, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),71,22,9,9,--,--,--,--,--,27,--,--,--,2,2,2,--,4,0,6, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),71,22,9,9,0,0,0,0,0,27,0,0,0,2,2,2,0,4,0,6, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),316,2447,2329,1660,720,3253,2634,1633,827,4949,3802,1872,681,6418,4192,3473,1129,6552,10946,11887, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),316,2447,2329,1660,720,3253,2634,1633,827,4949,3802,1872,681,6418,4192,3473,1129,6552,10946,11887, 
 投资活动产生的现金流量净额(万元),-245,-2424,-2320,-1651,-720,-3253,-2634,-1633,-827,-4922,-3802,-1872,-681,-6416,-4190,-3471,-1129,-6547,-10946,-11882, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,17131,16203,16203,--,--,--,--,--,--,--,6666, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),2000,9680,8500,7000,500,6000,6000,4000,--,5680,5000,5000,1000,15850,15850,14850,--,12000,14800,5700, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,958,958,958,98,0,600,4398, 
 筹资活动现金流入小计(万元),2000,9680,8500,7000,500,6000,6000,4000,0,22811,21203,21203,1000,16808,16808,15808,98,12000,15400,16764, 
