 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),58471,29679,66539,42894,27215,59637,8357,52202,35288,30612, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),17,11,9,5,--,--,--,2,--,--, 
 收到的其他与经营活动有关的现金(万元),348,182,1972,781,586,2906,17,2142,47,53, 
 经营活动现金流入小计(万元),58835,29872,68520,43680,27801,62543,8373,54346,35335,30665, 
 购买商品、接受劳务支付的现金(万元),57730,29278,56157,38090,23092,52538,6333,44872,28870,27838, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3260,2180,3250,2405,1605,2785,590,2206,1763,1382, 
 支付的各项税费(万元),3763,1701,2695,2293,1550,2587,212,1300,927,931, 
 支付的其他与经营活动有关的现金(万元),2581,1556,2313,2671,1019,2698,556,2497,2667,2012, 
 经营活动现金流出小计(万元),67335,34715,64415,45459,27266,60609,7692,50875,34227,32162, 
 经营活动产生的现金流量净额(万元),-8500,-4843,4105,-1779,535,1934,682,3471,1108,-1497, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,491,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,3,3,--,--,--,6,--,17, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),380,380,--,380,380,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),380,380,3,383,380,0,0,497,0,17, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3256,2514,4496,1324,787,9686,3354,4239,1213,1150, 
 投资所支付的现金(万元),13000,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,2416, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,485,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),16256,2514,4496,1324,787,9686,3354,4239,1698,3566, 
 投资活动产生的现金流量净额(万元),-15876,-2134,-4494,-941,-407,-9686,-3354,-3742,-1698,-3549, 
 吸收投资收到的现金(万元),24263,24263,--,--,--,10800,10800,--,--,3414, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),12847,8495,18210,12419,8631,12916,2531,11944,13514,10358, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,1981,--,--, 
 筹资活动现金流入小计(万元),37110,32758,18210,12419,8631,23716,13331,13925,13514,13772, 
 偿还债务支付的现金(万元),8414,5414,15064,11210,8535,11235,4035,11739,10272,7728, 
 分配股利、利润或偿付利息所支付的现金(万元),553,345,712,473,323,806,210,898,693,521, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1080,160,89,59,58,2279,1967,--,690,717, 
 筹资活动现金流出小计(万元),10047,5919,15866,11741,8917,14320,6212,12636,11655,8966, 
 筹资活动产生的现金流量净额(万元),27063,26839,2344,678,-286,9396,7119,1289,1859,4805, 
 汇率变动对现金及现金等价物的影响(万元),-30,-16,59,13,45,-62,-3,6,3,-14, 
 现金及现金等价物净增加额(万元),2657,19847,2015,-2030,-113,1581,4444,1024,1271,-255, 
 加:期初现金及现金等价物余额(万元),7259,7259,5245,5245,5245,3664,3664,2639,1368,1623, 
 期末现金及现金等价物余额(万元),9916,27106,7259,3214,5132,5245,8108,3664,2639,1368, 
 净利润(万元),--,1772,5516,--,1584,6323,679,3492,1749,1625, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,64,88,--,49,65,-23,194,96,116, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,723,1258,--,623,788,161,601,456,421, 
 无形资产摊销(万元),--,152,303,--,151,249,23,12,9,8, 
 长期待摊费用摊销(万元),--,25,40,--,43,119,15,44,25,5, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,11,--,7,0,--,-6,--,-11, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,471,945,--,401,1165,217,899,695,537, 
 投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-350,-325,--,-129,-36,6,-166,-15,-6, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-4507,-1199,--,-1174,1674,-702,-421,-1301,-2119, 
 经营性应收项目的减少(万元),--,-1097,-6404,--,-1259,-5374,453,-7740,-2937,-1867, 
 经营性应付项目的增加(万元),--,-2095,3872,--,239,-3038,-148,6562,2332,-205, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-4843,4105,--,535,1934,682,3471,1108,-1497, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),9916,27106,7259,3214,5132,5245,8108,3664,2639,1368, 
 现金的期初余额(万元),7259,7259,5245,5245,5245,3664,3664,2639,1368,1623, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),2657,19847,2015,-2030,-113,1581,4444,1024,1271,-255, 

