 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),70445,208968,154067,93238,40285,128924,79826,42501,18612,93824,65115,39610,23031,84935,61527,38066,20718,83057,70566,57771, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),85,862,765,739,34,305,317,305,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2877,7638,4545,2532,1431,4173,3285,1849,1773,2886,1929,953,509,1688,1025,677,169,1882,854,784, 
 经营活动现金流入小计(万元),73407,217468,159377,96509,41750,133402,83428,44654,20386,96710,67045,40563,23540,86623,62552,38743,20887,84939,71419,58555, 
 购买商品、接受劳务支付的现金(万元),22958,44601,49926,27137,10854,36508,22038,11053,5070,26045,17477,8599,5327,25110,18096,10814,5050,28561,24536,21796, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12482,42298,29233,19779,9876,25842,18670,12603,5721,22222,16256,10848,4420,18040,13474,9200,3734,15699,11884,8650, 
 支付的各项税费(万元),8496,28858,22019,15147,6410,20004,14979,11003,3526,16590,12681,9462,3841,14585,11110,8710,3764,13229,11092,9150, 
 支付的其他与经营活动有关的现金(万元),16177,55662,32118,20180,8390,40932,13966,8197,4745,15254,11486,7867,3156,11919,8956,5979,2972,11728,8875,7702, 
 经营活动现金流出小计(万元),60113,171419,133297,82243,35531,123285,69653,42856,19061,80112,57900,36776,16744,69654,51636,34703,15520,69216,56387,47298, 
 经营活动产生的现金流量净额(万元),13294,46049,26081,14266,6218,10117,13775,1799,1324,16598,9145,3787,6796,16970,10916,4039,5368,15723,15032,11257, 
 收回投资所收到的现金(万元),4000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
