 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),78461,54364,28611,87394,61773,40340,19809,73500,53740,35923,18415,75130,71231,62736,57676, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1,47, 
 收到的其他与经营活动有关的现金(万元),770,472,441,1917,1291,868,176,540,351,193,92,708,1174,1488,615, 
 经营活动现金流入小计(万元),79230,54836,29052,89310,63063,41208,19984,74039,54091,36117,18507,75839,72405,64225,58338, 
 购买商品、接受劳务支付的现金(万元),39817,27641,13645,52543,35232,24666,12932,45730,34233,24112,13272,46709,45906,42735,38414, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10036,6930,3612,11167,8204,5558,3012,8198,6133,3809,2018,8035,6507,5389,4397, 
 支付的各项税费(万元),6053,4253,1711,7795,5181,3552,1554,5510,3624,2596,1295,4602,5829,5680,4584, 
 支付的其他与经营活动有关的现金(万元),8758,6011,2644,10856,6981,4548,2354,7298,5352,3526,1781,6571,5149,4107,2320, 
 经营活动现金流出小计(万元),64665,44835,21611,82361,55598,38324,19851,66736,49343,34043,18366,65916,63392,57912,49715, 
 经营活动产生的现金流量净额(万元),14565,10001,7441,6949,7465,2885,133,7303,4749,2073,141,9922,9013,6313,8623, 
 收回投资所收到的现金(万元),35164,18000,3000,19981,2000,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),510,280,115,174,36,--,--,--,--,--,--,--,--,31,3, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),63,56,50,118,37,28,27,41,7,7,14,209,164,29,332, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),120,120,--,149,149,149,135,--,--,--,--,379,817,100,978, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),35856,18457,3165,20422,2221,177,162,41,7,7,14,588,981,160,1313, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),12451,6983,2268,11238,6847,3121,1698,6096,4473,3783,2674,11859,9339,6178,4185, 
 投资所支付的现金(万元),48900,24300,10300,30981,16950,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,254,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),61351,31283,12568,42219,23797,3121,1698,6096,4473,3783,2674,11859,9339,6432,4185, 
 投资活动产生的现金流量净额(万元),-25494,-12827,-9403,-21797,-21575,-2944,-1536,-6055,-4465,-3775,-2659,-11270,-8358,-6272,-2872, 
 吸收投资收到的现金(万元),--,--,--,34415,33883,33883,33883,--,--,--,--,--,--,--,11446, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),8000,5000,--,2000,2000,2000,2000,17450,11500,6000,4000,13000,9000,4000,9200, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,1690,2159,1923,1824,--,--,--,88,--,--,275,6541, 
 筹资活动现金流入小计(万元),8000,5000,0,38105,38042,37806,37708,17450,11500,6000,4088,13000,9000,4275,27187, 
 偿还债务支付的现金(万元),--,--,--,15450,15450,15450,13500,17000,11000,6000,3000,8000,8800,2200,18380, 
 分配股利、利润或偿付利息所支付的现金(万元),3117,3033,--,1754,1754,1754,138,749,589,407,210,2011,1600,3006,2619, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),169,169,--,--,--,--,--,1249,198,84,--,636,90,935,9103, 
 筹资活动现金流出小计(万元),3286,3202,0,17204,17204,17204,13638,18997,11787,6491,3210,10647,10490,6140,30102, 
 筹资活动产生的现金流量净额(万元),4714,1798,0,20901,20838,20602,24069,-1547,-287,-491,878,2353,-1490,-1865,-2915, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,3,--,--, 
 现金及现金等价物净增加额(万元),-6215,-1028,-1962,6053,6727,20543,22666,-299,-3,-2193,-1640,1005,-832,-1824,2836, 
 加:期初现金及现金等价物余额(万元),9205,9205,9205,3152,3152,3152,3152,3451,3451,3451,3451,2446,3278,5102,2266, 
 期末现金及现金等价物余额(万元),2990,8177,7243,9205,9879,23694,25818,3152,3448,1258,1811,3451,2446,3278,5102, 
 净利润(万元),--,7535,--,10009,--,4822,--,6653,--,3246,--,5297,7047,6189,4705, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,18,--,134,--,23,--,31,--,-33,--,-14,45,224,1119, 
