 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),43198,23713,8488,63836,43926,22249,9345,48520,35605,29730,24702, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),45,19,--,--,0,--,--,--,--,9,2, 
 收到的其他与经营活动有关的现金(万元),654,309,118,1097,1583,1199,222,1318,556,480,299, 
 经营活动现金流入小计(万元),43897,24040,8606,64933,45509,23447,9566,49838,36161,30219,25003, 
 购买商品、接受劳务支付的现金(万元),35626,19246,10013,53127,40380,21996,11895,38530,30517,25089,22324, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2296,1515,749,2894,2178,1481,783,2739,1589,696,565, 
 支付的各项税费(万元),2716,1396,935,2270,1654,970,581,1614,1438,820,752, 
 支付的其他与经营活动有关的现金(万元),1822,1170,580,2263,1784,1155,712,2346,1448,1836,733, 
 经营活动现金流出小计(万元),42460,23327,12277,60554,45996,25603,13970,45228,34991,28441,24373, 
 经营活动产生的现金流量净额(万元),1437,713,-3671,4379,-488,-2155,-4404,4610,1170,1778,630, 
 收回投资所收到的现金(万元),534,--,--,--,0,--,--,--,--,--,4245, 
 取得投资收益所收到的现金(万元),993,21,--,--,0,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),41,0,--,0,0,0,0,0,--,--,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1568,21,0,0,0,0,0,0,0,0,4245, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),598,456,50,978,670,663,281,864,412,321,6, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,534,--,--,4162, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),598,456,50,978,670,663,281,1398,412,321,4168, 
 投资活动产生的现金流量净额(万元),970,-435,-50,-978,-670,-663,-281,-1398,-412,-321,76, 
 吸收投资收到的现金(万元),17950,17950,17950,--,0,--,--,--,418,450,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,148,--,--, 
 取得借款收到的现金(万元),315,315,315,10,10,10,10,2538,2910,2000,509, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),18265,18265,18265,10,10,10,10,2538,3328,2450,509, 
 偿还债务支付的现金(万元),247,10,10,1638,0,--,--,3660,1000,1650,509, 
 分配股利、利润或偿付利息所支付的现金(万元),903,919,2,832,825,808,19,1309,278,45,38, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),938,938,725,75,75,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),2089,1867,737,2545,900,883,19,4969,1278,1695,547, 
 筹资活动产生的现金流量净额(万元),16176,16398,17528,-2535,-890,-873,-9,-2430,2051,755,-38, 
 汇率变动对现金及现金等价物的影响(万元),-0,-1,1,18,17,16,-2,8,1,-6,-1, 
 现金及现金等价物净增加额(万元),18583,16676,13808,885,-2031,-3675,-4697,791,2809,2207,668, 
 加:期初现金及现金等价物余额(万元),10198,10198,10514,9313,9313,9313,9505,8522,5713,3506,2839, 
 期末现金及现金等价物余额(万元),28780,26873,24322,10198,7282,5638,4808,9313,8522,5713,3506, 
 净利润(万元),--,2150,--,4299,--,--,--,3508,3111,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,86,--,45,--,--,--,40,202,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,288,--,540,--,--,--,295,146,--,--, 
 无形资产摊销(万元),--,59,--,74,--,--,--,35,9,--,--, 
 长期待摊费用摊销(万元),--,21,--,55,--,--,--,21,12,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,14,--,2,--,--,--,0,0,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,6,--,62,--,--,--,111,39,--,--, 
 投资损失(万元),--,-21,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-13,--,-5,--,--,--,-6,-33,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,3837,--,-4898,--,--,--,-2328,-995,--,--, 
 经营性应收项目的减少(万元),--,-469,--,-1580,--,--,--,-956,-4684,--,--, 
 经营性应付项目的增加(万元),--,-5243,--,5782,--,--,--,3884,3363,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,4,--,--,--,6,0,--,--, 
 经营活动产生现金流量净额(万元),--,713,--,4379,--,--,--,4610,1170,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),28780,18873,24322,10198,7282,5638,4808,9313,8522,5713,3506, 
 现金的期初余额(万元),10198,10198,10514,9313,9313,9313,9505,8522,5713,3506,2839, 
 现金等价物的期末余额(万元),--,8000,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),18583,16676,13808,885,-2031,-3675,-4697,791,2809,2207,668, 

