 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),18560,139868,66352,41906,18706,100226,53887,28121,10218,67656,26231,17965,8520,45685,26351,17777,7741,45849,25927,16863,8036,41521,21262,14497,6059,39820,21759,14996,7601,41075,21108,14505,6658,35230,21925,14955,21374,14229,23047,20248, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到的税费返还(万元),126,729,881,629,259,437,334,201,14,270,161,131,84,245,181,93,42,426,415,147,130,253,119,59,57,260,164,154,106,192,74,48,24,121,50,27,193,136,158,17, 
 收到的其他与经营活动有关的现金(万元),1410,1694,2336,1768,1085,2634,2459,1380,567,997,1309,1148,2195,1526,694,580,385,833,723,404,202,1329,568,232,183,1005,906,390,306,516,946,461,189,273,629,572,874,638,1553,2504, 
 经营活动现金流入小计(万元),20096,142291,69569,44303,20050,103297,56680,29702,10799,68923,27702,19244,10799,47456,27226,18449,8169,47108,27065,17414,8368,43103,21949,14788,6299,41085,22829,15540,8012,41783,22129,15013,6871,35624,22605,15554,22441,15002,24758,22769, 
 购买商品、接受劳务支付的现金(万元),15376,70786,34730,23673,13118,45250,20698,12319,5528,26971,11685,7979,4100,26130,14191,9701,5186,26898,13936,9153,4368,28458,11843,7857,3413,25004,12339,8356,4057,28096,11877,7732,4581,21995,12663,9122,12118,8131,16642,13872, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),8409,39518,21892,14368,8127,24223,15460,9530,4928,10794,6669,4629,2729,8938,6779,4782,2830,7859,5906,3966,2170,6405,4752,3181,1812,5355,4072,2750,1568,4951,3449,2483,1473,2985,2768,1541,2210,1709,2182,1367, 
 支付的各项税费(万元),3174,10651,8801,6393,3304,7708,6496,3704,1926,4460,2830,1847,876,4134,3356,2532,1105,4669,3496,2733,909,3886,2891,2175,1232,3458,2732,1689,546,4325,3025,1852,1138,2511,1730,1415,1533,1054,2737,2214, 
 支付的其他与经营活动有关的现金(万元),9633,9392,11719,8642,6292,7356,9518,5003,2656,4499,4519,3181,1867,4318,4736,3197,1664,4315,4549,2902,1585,4247,3955,1798,1121,3893,3278,2137,1077,3226,3597,2563,1092,1996,3280,2292,3958,2344,3044,1669, 
