 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),61246,40535,19569,61899,46105,30783,14166,47850,23218,35847,23794,23039, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1731,1342,975,1226,1024,673,196,687,496,684,564,581, 
 收到的其他与经营活动有关的现金(万元),596,192,58,476,375,307,261,184,32,152,259,135, 
 经营活动现金流入小计(万元),63572,42070,20602,63601,47504,31762,14622,48721,23746,36683,24617,23756, 
 购买商品、接受劳务支付的现金(万元),37326,25468,11925,38823,26337,16386,6860,28599,13675,27162,16955,17787, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6597,4684,2641,7675,5444,3827,2403,5156,2442,3508,2747,1861, 
 支付的各项税费(万元),3378,2909,587,2273,1725,1198,252,1794,1322,1096,975,482, 
 支付的其他与经营活动有关的现金(万元),9142,4493,2201,6438,5843,3500,1931,5579,2435,4136,2625,2531, 
 经营活动现金流出小计(万元),56444,37554,17355,55209,39349,24912,11446,41128,19874,35902,23302,22661, 
 经营活动产生的现金流量净额(万元),7128,4516,3247,8393,8155,6851,3177,7593,3872,781,1314,1094, 
