 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),39607,23708,42830,15112,7742,32403,15712,29796,27898, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2237,529,248,325,66,558,1701,290,203, 
 经营活动现金流入小计(万元),41844,24238,43078,15437,7808,32961,17413,30087,28101, 
 购买商品、接受劳务支付的现金(万元),20996,12938,20944,6514,4370,15290,9738,14457,13601, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3601,2456,4717,2337,1216,4422,2091,3563,3056, 
 支付的各项税费(万元),3252,1894,3720,2145,664,3421,1567,3358,3004, 
 支付的其他与经营活动有关的现金(万元),9107,5042,8179,4564,1452,6609,4167,5698,6806, 
 经营活动现金流出小计(万元),36956,22330,37560,15561,7702,29742,17563,27076,26467, 
 经营活动产生的现金流量净额(万元),4888,1907,5518,-124,106,3220,-150,3011,1634, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,20,--,41,306, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,0,0,20,0,41,306, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5748,3964,3141,491,1373,2959,372,2650,4557, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,76,100,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,976,10,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),5748,3964,3141,1466,1383,3035,472,2650,4557, 
 投资活动产生的现金流量净额(万元),-5748,-3964,-3141,-1466,-1383,-3016,-472,-2608,-4251, 
 吸收投资收到的现金(万元),26825,--,2671,2671,2671,--,24,--,4832, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),1500,1500,2000,2000,1000,2000,--,1500,3000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,100,--,--,--,--,100,--, 
 筹资活动现金流入小计(万元),28325,1500,4771,4671,3671,2000,24,1600,7832, 
 偿还债务支付的现金(万元),2000,2000,2000,--,--,1500,500,3000,2000, 
 分配股利、利润或偿付利息所支付的现金(万元),49,29,1365,1298,27,92,39,499,207, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),100,100,100,100,100,--,--,17,17, 
 筹资活动现金流出小计(万元),2149,2129,3465,1398,127,1592,539,3516,2223, 
 筹资活动产生的现金流量净额(万元),26177,-629,1306,3273,3544,408,-515,-1916,5608, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),25316,-2686,3683,1683,2268,612,-1136,-1513,2991, 
 加:期初现金及现金等价物余额(万元),7080,7080,3397,3397,3397,2785,2785,4298,1307, 
 期末现金及现金等价物余额(万元),32396,4394,7080,5080,5664,3397,1648,2785,4298, 
 净利润(万元),--,2459,5453,1688,--,4464,2443,3779,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,107,-21,57,--,55,--,213,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,565,991,465,--,810,332,655,--, 
 无形资产摊销(万元),--,163,289,143,--,288,176,328,--, 
 长期待摊费用摊销(万元),--,21,44,23,--,51,6,31,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
