 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),80028,53307,98828,71756,89057,88651,80015, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),771,314,346,301,427,102,421, 
 收到的其他与经营活动有关的现金(万元),752,254,1022,1112,744,601,625, 
 经营活动现金流入小计(万元),81551,53874,100197,73168,90228,89354,81061, 
 购买商品、接受劳务支付的现金(万元),45061,27868,50355,38083,39806,47510,40234, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),21052,14234,23766,17249,21550,21396,18721, 
 支付的各项税费(万元),5827,3762,7045,5512,6481,5929,6569, 
 支付的其他与经营活动有关的现金(万元),3355,3817,7235,4773,5703,5408,5658, 
 经营活动现金流出小计(万元),75295,49681,88401,65617,73540,80243,71182, 
 经营活动产生的现金流量净额(万元),6256,4193,11796,7551,16687,9111,9879, 
 收回投资所收到的现金(万元),--,--,--,--,--,7904,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),17,17,68,23,131,112,74, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),120,112,100,100,75,61,72, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),136,129,168,123,206,8077,146, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7428,5478,6021,2856,3503,6899,9397, 
 投资所支付的现金(万元),--,--,--,--,--,7895,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),7428,5478,6021,2856,3503,14794,9397, 
 投资活动产生的现金流量净额(万元),-7292,-5349,-5853,-2733,-3297,-6717,-9251, 
 吸收投资收到的现金(万元),51354,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),14370,9200,28858,18850,30151,38980,33290, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),65724,9200,28858,18850,30151,38980,33290, 
 偿还债务支付的现金(万元),13300,7450,30320,20720,35671,38380,28450, 
 分配股利、利润或偿付利息所支付的现金(万元),3837,3553,4069,3686,2700,2171,1934, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1521,6,51,--,99,195,6273, 
 筹资活动现金流出小计(万元),18658,11010,34440,24406,38470,40746,36657, 
 筹资活动产生的现金流量净额(万元),47065,-1810,-5582,-5556,-8318,-1766,-3367, 
 汇率变动对现金及现金等价物的影响(万元),-111,-41,148,70,361,45,-261, 
 现金及现金等价物净增加额(万元),45918,-3006,509,-667,5433,673,-3000, 
 加:期初现金及现金等价物余额(万元),9432,9432,8922,8922,3489,2816,5816, 
 期末现金及现金等价物余额(万元),55349,6425,9432,8256,8922,3489,2816, 
 净利润(万元),--,4995,9910,--,8474,6536,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),--,793,1279,--,504,865,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1729,3479,--,3441,3128,--, 
 无形资产摊销(万元),--,121,237,--,241,248,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-5,169,--,206,95,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),--,757,541,--,979,2360,--, 
 投资损失(万元),--,--,--,--,--,3,--, 
 递延所得税资产减少(万元),--,40,-293,--,69,-262,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),--,-2213,-4860,--,-331,-1455,--, 
 经营性应收项目的减少(万元),--,-3373,-1849,--,1321,-1760,--, 
 经营性应付项目的增加(万元),--,1349,3183,--,1785,-648,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
