 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),21948,105291,67913,41493,20781,79328,59212,34063,18120,70646,45048,29745,11783,40900,26523,17646,--,47523,22430,22430,--,35124,39280,30813,28526, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1253,880,238,235,180,313,18,16,--,--,473,473,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),874,1209,1707,768,859,972,2149,661,527,980,623,566,432,2012,408,576,--,1602,291,291,--,1704,94,70,101, 
 经营活动现金流入小计(万元),24075,107380,69858,42496,21820,80614,61379,34740,18647,71626,46144,30783,12215,42912,26932,18222,--,49125,22722,22722,--,36828,39374,30883,28627, 
 购买商品、接受劳务支付的现金(万元),18284,81597,53997,36641,20571,65207,54161,35635,13519,50953,29554,19266,9973,34476,23050,17892,--,32643,14651,14651,--,25796,29177,25602,16770, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2763,6637,4405,3452,2348,5898,4687,3623,2880,5534,4165,2902,1494,4190,3338,2305,--,3570,1959,1959,--,3311,2322,1635,1320, 
 支付的各项税费(万元),2180,8215,6770,4711,2490,6661,4973,2788,1329,4911,3963,2864,1074,4396,3323,2119,--,4380,2116,2116,--,4367,3247,2717,1388, 
 支付的其他与经营活动有关的现金(万元),3152,6915,5252,3710,2753,4675,5021,3601,4931,6605,4795,3684,2041,3700,3253,1573,--,3143,1452,1452,--,2508,3534,2327,3295, 
 经营活动现金流出小计(万元),26379,103365,70424,48513,28163,82442,68842,45647,22659,68003,42478,28717,14583,46763,32965,23889,--,43737,20178,20178,--,35981,38279,32281,22774, 
 经营活动产生的现金流量净额(万元),-2303,4016,-566,-6017,-6343,-1828,-7463,-10907,-4012,3623,3666,2066,-2368,-3851,-6033,-5667,-3274,5388,2544,2544,-4056,846,1095,-1398,5853, 
 收回投资所收到的现金(万元),12480,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,80,--,--, 
 取得投资收益所收到的现金(万元),71,27,--,--,--,--,--,--,--,379,379,--,--,--,--,--,--,--,--,--,--,7,240,10,9, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,3,2,2,2,3052,1864,1864,0,11,11,11,--,19,18,19,--,--,--,--,--,--,12,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,4010,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,500,500,500,--,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),12553,30,502,502,502,7061,2864,1864,0,390,389,11,0,19,18,19,--,0,0,0,--,7,331,45,9, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1156,6132,2753,2258,2892,8768,8004,4792,2945,5549,5327,2861,1650,3204,4340,888,--,3180,60,60,--,5607,5836,895,399, 
 投资所支付的现金(万元),16990,30400,6200,3200,3200,500,--,--,--,6400,500,500,500,5000,--,--,--,--,--,--,--,--,--,218,570, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,500,500,500,100,11520,11520,11520,3400,--,--,--,--,--,--,--,--,--,--,900,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),18146,36532,8953,5458,6092,9768,8504,5292,3045,23469,17347,14881,5550,8204,4340,888,--,3180,60,60,--,5607,5836,2012,969, 
 投资活动产生的现金流量净额(万元),-5593,-36502,-8451,-4957,-5590,-2707,-5640,-3428,-3045,-23079,-16958,-14870,-5550,-8185,-4322,-870,--,-3180,-60,-60,--,-5600,-5504,-1967,-960, 
 吸收投资收到的现金(万元),55,28384,50,--,--,--,--,--,--,560,70,50,--,25811,25811,25811,--,--,--,--,--,--,3300,6510,--, 
