 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),35982,19618,7890,51688,38604,25734,12221,73520,55346,36416,20064,77023,69762,71437,50061, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),323,356,227,719,559,168,--,498,498,284,144,469,338,87,406, 
 收到的其他与经营活动有关的现金(万元),706,3186,904,2334,2442,1628,545,4231,3053,2653,1799,8117,5652,5265,4430, 
 经营活动现金流入小计(万元),37011,23160,9022,54741,41606,27530,12766,78250,58898,39353,22007,85610,75753,76789,54897, 
 购买商品、接受劳务支付的现金(万元),17451,11232,6124,31784,23402,15593,9433,43955,32989,22173,12240,48745,46980,49747,41306, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9625,6864,3701,12106,8900,6538,3225,9625,7328,5069,3041,7933,7134,6445,4803, 
 支付的各项税费(万元),5188,3369,1662,3848,2785,1319,1841,6420,5037,3413,1466,3550,4249,3537,2451, 
 支付的其他与经营活动有关的现金(万元),3215,2468,1508,6235,5587,1880,1078,8762,6514,4593,2236,10982,9890,6725,10444, 
 经营活动现金流出小计(万元),35479,23933,12995,53973,40674,25329,15577,68762,51869,35249,18983,71210,68254,66454,59004, 
 经营活动产生的现金流量净额(万元),1532,-773,-3974,768,932,2201,-2811,9488,7029,4104,3024,14400,7499,10334,-4107, 
 收回投资所收到的现金(万元),--,--,5000,--,--,--,--,--,--,--,--,--,--,--,12, 
 取得投资收益所收到的现金(万元),--,22,31,50,50,50,--,21,21,21,--,11,40,24,30, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),508,327,12,20,56,19,6,381,474,348,46,4593,19,148,40, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),15137,8092,21,4125,--,--,--,--,--,--,--,--,363,1158,1949, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),15645,8442,5065,4195,106,69,6,402,495,369,46,4605,422,1330,2031, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),9438,3769,3585,18851,17086,15198,3628,24466,19803,13778,5223,20676,18842,13828,13061, 
 投资所支付的现金(万元),--,--,1000,1800,1800,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),15000,8000,--,10000,6000,6000,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),24438,11769,4585,30651,24886,21198,3628,24466,19803,13778,5223,20676,18842,13828,13061, 
