 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),55101,268672,170972,120523,65349,258795,267326,118320,158331,220601,141896,79989,35219,163257,97765,76958,31405,152247,114987,78527,35212,154785,112391,66731,31563,149633,106404,70263,35133,164638,83384,143903,105796,129541, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),90,2354,530,256,256,285,100,100,--,620,620,270,15,814,92,74,74,238,76,7,--,99,98,38,25,686,553,246,149,633,105,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2173,577,160,1582,4984,1349,721,515,2187,2165,5785,2211,256,233,2683,761,54,173,104,67,84,284,261,225,185,454,428,399,113,785,604,888,2414,2383, 
 经营活动现金流入小计(万元),57365,271604,171662,122361,70589,260430,268148,118935,160518,223386,148300,82470,35490,164304,100540,77793,31534,152657,115166,78601,35296,155168,112750,66993,31773,150774,107386,70908,35394,166057,84093,144791,108210,131924, 
 购买商品、接受劳务支付的现金(万元),64864,209915,122522,101564,52613,220934,253602,125218,153703,192428,113174,74837,25501,142563,95631,71636,24301,131887,103761,73407,33549,152002,111578,66347,26514,164851,121907,89635,56637,158043,78864,135074,86975,119187, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2794,12944,8864,6217,2641,8321,5814,3472,1807,5309,3865,2501,1309,4653,2902,2151,1092,3394,2551,1651,855,2530,1918,1326,740,2266,1712,1202,699,1869,930,1757,1013,1062, 
 支付的各项税费(万元),1187,11393,7810,3714,2730,8262,7455,3811,1980,6644,6250,1118,884,5033,4081,2221,579,1601,1289,976,375,2310,1971,1713,756,1855,1193,598,398,2435,1026,1975,1575,3172, 
 支付的其他与经营活动有关的现金(万元),4016,12573,8138,2501,1638,11296,5728,2271,4336,8298,4169,4731,4422,7898,4040,2455,1084,2505,1560,962,537,1533,1265,879,561,1823,1007,478,99,2102,1129,4060,5039,5148, 
 经营活动现金流出小计(万元),72862,246825,147334,113996,59622,248813,272598,134772,161827,212679,127457,83187,32115,160146,106653,78462,27057,139387,109162,76996,35316,158375,116732,70264,28571,170795,125819,91913,57832,164449,81949,142866,94602,128569, 
 经营活动产生的现金流量净额(万元),-15497,24778,24327,8366,10966,11617,-4451,-15838,-1309,10706,20843,-717,3374,4158,-6113,-669,4477,13270,6005,1605,-20,-3207,-3982,-3271,3202,-20021,-18433,-21005,-22438,1607,2144,1925,13608,3355, 
 收回投资所收到的现金(万元),--,--,570,--,--,2528,2500,2500,--,10730,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,0,--,--,35,34,544,--,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),101,0,0,141,--,13,311,13,--,2,--,--,--,--,--,410,--,--,--,--,--,2,2,2,--,0,--,--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,600,600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,7,--,--,--,--,--,--,--,352,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
