 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),39721,26650,13769,44526,33336,17423,7943,32526,15758,36765,33078,28188, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1170,540,389,1553,1318,1065,954,993,474,2044,353,3582, 
 经营活动现金流入小计(万元),40892,27190,14158,46079,34654,18488,8897,33519,16232,38810,33431,31770, 
 购买商品、接受劳务支付的现金(万元),28478,16670,6709,27371,20933,11262,5549,19377,9391,21220,17690,11673, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3943,2327,1271,4189,3010,2010,1068,3833,1769,3469,2560,2444, 
 支付的各项税费(万元),7033,5049,3019,6414,5235,3585,1976,6994,4423,6512,4266,4447, 
 支付的其他与经营活动有关的现金(万元),4407,1904,723,2738,2168,1353,826,2794,1668,4486,3608,4951, 
 经营活动现金流出小计(万元),43861,25950,11722,40712,31345,18210,9418,32998,17251,35687,28124,23515, 
 经营活动产生的现金流量净额(万元),-2970,1239,2435,5368,3308,278,-522,521,-1019,3123,5307,8255, 
 收回投资所收到的现金(万元),--,--,--,4540,4540,4540,4540,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,112,--,111,--,--,--,20,32,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,4652,4540,4651,4540,0,0,20,32,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),841,645,158,1489,966,591,249,718,456,1949,709,694, 
 投资所支付的现金(万元),27000,--,--,--,--,--,--,0,0,--,1077,1289, 
