 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),30776,124013,89770,57818,28205,120699,80493,53573,25237,105368,66976,41530,24661,111887,70764,48728,26328,128108,85158,56828,32616,129059,83445,129720,139408,133030,109769, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),206,1847,1254,894,245,1740,1304,939,0,1344,783,443,9,1719,1031,685,163,1522,1124,736,402,1740,1312,2101,988,1446,236, 
 收到的其他与经营活动有关的现金(万元),3346,4837,3175,2294,1592,5136,2913,1671,543,4630,3211,2825,672,5918,3711,2727,772,3934,2834,1711,674,3196,2645,2971,2076,1896,2776, 
 经营活动现金流入小计(万元),34328,130697,94199,61006,30042,127574,84710,56183,25780,111342,70970,44797,25342,119524,75506,52141,27264,133564,89116,59276,33692,133995,87402,134792,142472,136372,112781, 
 购买商品、接受劳务支付的现金(万元),6254,27163,30576,20652,9680,34928,25315,17323,7763,25977,16929,10416,7747,30281,19052,14475,8815,33139,23359,15657,11369,32914,23707,34957,39691,41190,31707, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),16328,45590,34936,23981,14130,40643,31457,20285,11739,39103,30590,20395,12677,43495,33816,24168,11811,42067,32882,22587,12646,39887,30592,42026,43962,38151,34102, 
 支付的各项税费(万元),6902,20015,14226,9752,6217,15148,10013,6579,3694,14851,10329,7179,4359,14721,11060,7764,5810,17337,12887,9024,6172,16753,11799,18180,19266,17687,13491, 
 支付的其他与经营活动有关的现金(万元),12364,25872,20331,13989,7254,21488,16480,14160,7830,21821,18166,11081,5827,20388,16568,10741,5423,21180,17989,11798,6889,23984,19058,24738,23751,23803,20821, 
 经营活动现金流出小计(万元),41849,118640,100069,68374,37281,112208,83265,58347,31026,101752,76014,49072,30610,108885,80497,57148,31860,113723,87117,59066,37076,113538,85155,119900,126671,120830,100121, 
 经营活动产生的现金流量净额(万元),-7521,12057,-5870,-7369,-7239,15366,1445,-2164,-5246,9590,-5044,-4275,-5268,10639,-4991,-5007,-4596,19841,1999,209,-3383,20457,2247,14892,15801,15542,12660, 
 收回投资所收到的现金(万元),46800,219900,139100,76100,48000,42500,42500,42500,42500,64000,79000,33000,--,52000,29000,5000,--,--,--,--,--,--,--,--,--,--,194, 
 取得投资收益所收到的现金(万元),447,2454,1775,666,--,242,242,242,242,392,392,168,--,406,236,18,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,7,2,0,2,3,2,2,2,11,3,9,--,0,0,9,--,28,16,8,--,16,13,31,17,5,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),47247,222362,140877,76766,48002,42745,42744,42744,42744,64404,79396,33178,0,52406,29236,5027,0,28,16,8,0,16,13,31,17,5,196, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),322,3843,4044,3766,3343,3056,2069,1838,1489,4747,3702,4615,2847,6884,5479,4479,3069,13498,10925,7811,3390,13404,8655,2125,4188,10390,2129, 
 投资所支付的现金(万元),61300,230700,151900,86600,58000,48000,--,--,--,106500,79000,33000,--,52000,52000,29000,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
