 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),12600,40012,22940,16113,6811,40427,20484,15328,6110,45779,25953,15673,6997,57699,25382,17041,3949,60876,38984,41768, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),310,923,628,427,170,1703,885,342,272,1244,1163,464,272,2009,1453,801,707,1554,1114,1035, 
 收到的其他与经营活动有关的现金(万元),148,1357,1702,614,302,1286,1253,1038,191,3605,693,140,181,1968,2282,367,252,1225,1818,601, 
 经营活动现金流入小计(万元),13057,42292,25270,17154,7284,43416,22622,16708,6573,50628,27809,16277,7449,61675,29116,18210,4908,63655,41917,43404, 
 购买商品、接受劳务支付的现金(万元),5666,31784,21327,15540,7126,23799,17481,12651,5758,28707,16765,10625,3912,32482,20391,13030,7502,25654,23171,16810, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3791,11841,9087,5657,3961,10041,8383,6136,3533,11702,9159,6888,3284,9968,7861,5643,2773,9081,7409,6281, 
 支付的各项税费(万元),1536,2871,2356,1354,1071,4464,3887,2203,1478,4847,4492,3429,2477,5406,4255,2631,1848,5590,4307,4136, 
 支付的其他与经营活动有关的现金(万元),2160,5557,3289,3437,990,5960,3405,2202,857,4639,4307,3106,1411,8787,4326,3322,2709,6256,5864,5624, 
 经营活动现金流出小计(万元),13152,52054,36060,25987,13148,44264,33156,23191,11626,49896,34722,24048,11084,56644,36833,24626,14832,46581,40751,32852, 
 经营活动产生的现金流量净额(万元),-95,-9762,-10790,-8833,-5865,-848,-10535,-6483,-5053,733,-6913,-7770,-3635,5032,-7716,-6416,-9924,17074,1166,10552, 
 收回投资所收到的现金(万元),--,4139,4139,4139,4088,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),28,96,53,49,51,178,80,--,--,144,109,--,--,50,48,--,--,40,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,8,--,--,--,--,--,--,--,66,62,18,--,2,0,0,0,24,10,17, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),28,4243,4192,4188,4139,178,80,0,0,210,172,18,0,52,48,0,0,64,10,17, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),954,524,1720,1748,480,7244,3216,1361,462,3781,3141,1175,511,3363,1986,1634,1145,7805,14697,3732, 
 投资所支付的现金(万元),4502,4590,--,--,--,1038,1038,1038,1000,3050,--,--,--,--,--,--,--,--,--,300, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),120,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),5577,5114,1720,1748,480,8282,4254,2399,1462,6831,3141,1175,511,3363,1986,1634,1145,7805,14697,4032, 
 投资活动产生的现金流量净额(万元),-5548,-871,2472,2441,3659,-8105,-4174,-2399,-1462,-6621,-2969,-1157,-511,-3311,-1938,-1634,-1145,-7741,-14687,-4014, 
 吸收投资收到的现金(万元),--,1394,1394,150,--,--,--,--,--,35179,35179,35179,--,--,--,--,--,--,--,35, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,150,--,150,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35, 
 取得借款收到的现金(万元),15000,6830,--,--,--,6000,4000,300,300,4227,2500,2500,2500,13715,10580,7346,3846,15200,17000,6500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,561,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),15000,8785,1394,150,0,6000,4000,300,300,39406,37679,37679,2500,13715,10580,7346,3846,15200,17000,6535, 
 偿还债务支付的现金(万元),--,4200,4200,4200,4200,2300,500,500,--,17727,16864,14289,6844,18465,11943,9545,8494,13450,4000,7500, 
