 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,0,--,--,0, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 处置交易性金融资产净增加额(万元),591969,--,--,--,693958,110941,178232,397100,--,--,--,202220,--,--,--,--,92273,717860,442576,314476,387884,--,--,--,--,184189,--,0,--,122720,289137,418057,314037,--,-426342,-346899,292844,134660,231139,-29326,18407, 
 收取利息、手续费及佣金的现金(万元),266673,1246040,857332,585436,275423,1291095,903272,614960,262766,1815556,1494769,964878,339104,653226,440055,262216,80562,499569,376068,236702,117110,364529,263005,188951,89429,489531,398488,274125,141269,560195,341540,253884,123560,593621,436345,256975,474427,385727,257753,598738,106657, 
 拆入资金净增加额(万元),7784,--,--,--,--,860756,500000,413240,--,--,--,110000,60000,33500,--,--,100000,310000,--,20000,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,0,--,--,0, 
 回购业务资金净增加额(万元),15375,430400,603959,373756,--,--,--,--,--,--,--,851939,481792,2607824,1298564,627102,460309,--,--,--,--,789729,725627,756231,422434,89608,540817,261772,449567,--,-80017,27014,2015,159926,179240,74035,--,-1000,--,3502,-3502, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 收到的其他与经营活动有关的现金(万元),104429,408176,353519,737365,28372,41627,124100,293841,784588,534695,474486,162804,48564,94591,119568,66089,1311,566719,63237,153650,159163,36077,59177,26004,34016,212001,126780,99591,34093,21152,65666,47765,13641,5072,1194284,54966,291465,284834,909375,3294784,728631, 
 经营活动现金流入小计(万元),1199336,2084617,2080752,2052873,1140000,2902322,2791186,2960127,2228598,5498214,5682213,8698654,2738174,5412560,2739638,1041189,863761,2263727,1375689,886367,877514,1562555,1047809,1051226,714430,975330,1066085,635489,624929,704066,616326,746721,550198,2193423,1383526,39077,1058736,804221,1398267,3867698,850194, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,0,--,--,0, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
