 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),89913,64226,42344,18960,77086,57517,34187,16547,62272,45142,28275,13898,70780,53837,36920,19645,76980,57285,41049,18428,83814,--,41970,18659,82497,88295,70322,49146, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),8212,6538,4294,1817,8410,6044,3651,1753,5796,4225,2565,1182,8186,6930,5096,3437,9175,7043,4424,2504,8938,--,4449,2549,8329,8984,7732,4711, 
 收到的其他与经营活动有关的现金(万元),482,190,128,67,530,50,22,7,310,758,546,22,731,438,339,70,983,745,518,170,744,--,329,133,536,351,1546,1573, 
 经营活动现金流入小计(万元),98608,70954,46766,20844,86026,63611,37861,18307,68378,50125,31387,15103,79698,61204,42354,23152,87138,65073,45991,21102,93495,--,46748,21341,91361,97630,79600,55430, 
 购买商品、接受劳务支付的现金(万元),68222,53494,36330,19083,59597,44427,27802,12491,45768,34669,21273,11008,47725,39890,26900,14229,67684,53216,33021,14547,64175,--,30497,14523,63254,68833,63171,44004, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),15780,11652,7867,4411,13980,10549,7140,3710,12188,8970,5982,3324,12723,9630,6697,3687,12469,9191,6159,3311,10391,--,5313,2390,8928,8046,6087,3505, 
 支付的各项税费(万元),1167,804,573,381,1439,1225,858,508,1680,1311,794,476,1754,1375,957,545,2292,1764,1080,262,2237,--,945,109,2325,1396,1166,2145, 
 支付的其他与经营活动有关的现金(万元),6544,4220,2573,1877,6066,3608,2357,1406,4911,3133,2321,1239,4300,2467,2183,1129,4941,3401,2473,1438,4635,--,2348,1462,4147,5541,4705,2521, 
 经营活动现金流出小计(万元),91713,70170,47343,25752,81082,59809,38158,18116,64547,48084,30370,16047,66501,53363,36737,19590,87385,67572,42733,19559,81438,--,39103,18484,78653,83815,75130,52175, 
 经营活动产生的现金流量净额(万元),6895,784,-577,-4908,4944,3801,-297,191,3831,2041,1016,-944,13197,7841,5617,3561,-247,-2499,3258,1543,12058,8506,7646,2856,12707,13815,4470,3255, 
