 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),18114,60547,40031,26608,11913,61615,43990,31473,10359,51828,35256,22855,11173,48824,34025,22077,10498,54287,40978,28674,13604,49697,31332,18534,8602,42030,32147,20508,10460,41373,28615,17485,7603,37574,25969,16167,6112,32991,23569,16073,5540,31321,20871,12651,4720,23204,18691, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0, 
 收到的税费返还(万元),508,2467,1913,763,569,1945,1570,1146,726,2574,2074,1245,760,2470,2054,1338,843,1490,1216,548,287,781,560,329,204,925,677,389,216,424,331,198,--,389,129,62,--,45,11,11,0,71,22,22,5,107,45, 
 收到的其他与经营活动有关的现金(万元),1190,5371,2925,1404,588,6428,5311,1441,1288,4001,3623,2899,4386,1486,1215,3769,3033,10726,9124,6138,961,6509,8321,1013,226,528,2521,153,284,518,485,325,239,1078,714,650,68,5507,276,208,100,5089,6292,581,551,16450,3531, 
 经营活动现金流入小计(万元),19812,68384,44869,28775,13071,69988,50871,34059,12373,58403,40953,27000,16319,52780,37294,27185,14374,66503,51318,35360,14852,56987,40213,19876,9032,43483,35345,21050,10960,42316,29431,18008,7842,39042,26812,16879,6181,38543,23857,16292,5640,36481,27185,13255,5276,39761,22268, 
 购买商品、接受劳务支付的现金(万元),9509,34522,22152,13949,7355,37462,31421,22440,7520,35483,25581,16664,8755,40823,29917,19273,8875,46039,35364,26994,13603,41934,23153,13458,7656,35089,26818,17801,8233,30429,22463,14034,6682,24577,16535,9541,5135,24424,19428,12632,5486,23629,16396,10185,4958,19946,15195, 
