 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),27994,151285,79674,43698,16107,104368,66015,45288,12702,67127,36218,27172,10490,63206,43731,29246,46499,42660,22005, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),132,--,--,--,0,48,48,37,37,39,39,35,35,33,33,--,255,97,--, 
 收到的其他与经营活动有关的现金(万元),4182,4431,4353,4179,3928,1769,2392,1719,1638,1180,1417,1090,1087,1600,1478,1428,1584,2169,337, 
 经营活动现金流入小计(万元),32308,155717,84027,47877,20035,106185,68456,47044,14376,68345,37674,28297,11612,64839,45241,30675,48339,44926,22342, 
 购买商品、接受劳务支付的现金(万元),39419,120854,77661,45181,20137,88166,61244,41705,12203,66173,41152,25835,12757,53423,39388,25528,39525,33986,12493, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4031,14223,10577,6825,3250,8409,5187,2943,1427,4403,3384,2205,976,3633,2772,1816,2730,2404,2069, 
 支付的各项税费(万元),2288,8179,6279,4481,1553,4954,3385,2390,1042,3236,2709,1816,1187,2565,2135,1234,2245,1765,1958, 
 支付的其他与经营活动有关的现金(万元),4037,6985,4693,4758,4549,5998,3966,2610,5035,2848,2531,3491,1894,2794,2463,2461,2487,2533,2879, 
 经营活动现金流出小计(万元),49776,150241,99210,61246,29490,107527,73782,49648,19708,76661,49776,33346,16813,62414,46758,31039,46986,40688,19400, 
 经营活动产生的现金流量净额(万元),-17468,5476,-15184,-13369,-9455,-1342,-5326,-2604,-5332,-8316,-12102,-5049,-5201,2424,-1517,-364,1353,4239,2943, 
 收回投资所收到的现金(万元),--,5000,--,--,--,1700,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,4,4,4,4,1,0,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,22,--,--,--,111,--,--,--,10,2,--,--,301,295,295,2,2,--, 
