 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),78992,104259,127326,289937,189057,69395,152999,225895,149989,67049,142187,247957,168612,77623,429080,306050,190783,93106,378064,261869,186275,83514,294937,235661,158535,66538,114287,78861,53170,25157,102083,70565,47717,79977,60367,85210,64850, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到的税费返还(万元),1296,290,1504,1336,110,32,1381,1106,707,473,547,1181,721,448,328,529,--,127,501,205,--,--,671,440,40,--,263,122,--,--,1963,1794,1557,2203,2126,1435,1941, 
 收到的其他与经营活动有关的现金(万元),4058,2842,8244,3453,3690,1613,14922,64069,6326,12012,14033,5175,2930,409,17203,7705,5456,898,10089,3236,2232,655,4535,3210,2429,6873,2814,1974,1412,621,2060,763,845,3752,793,1724,960, 
 经营活动现金流入小计(万元),84346,107392,137074,294726,192857,71040,169302,291070,157022,79534,156766,254313,172263,78480,446611,314284,196240,94132,388654,265310,188506,84170,300144,239310,161005,73411,117364,80956,54582,25778,106107,73122,50118,85932,63286,88369,67751, 
 购买商品、接受劳务支付的现金(万元),58040,94480,46685,220744,153222,59467,70321,155731,105327,49458,98210,213610,154492,74347,371138,263027,159625,79842,298754,204558,150111,68457,263172,215770,141531,53369,99616,75251,49256,18332,81791,53383,36389,58817,42993,71513,53102, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),8016,4737,14462,10596,7373,4408,12053,8901,5999,3324,9492,6324,4231,2470,8032,5468,3760,2300,6862,4792,3318,1962,5015,3581,2272,1207,2650,1860,1195,915,1415,1007,669,1139,900,926,956, 
 支付的各项税费(万元),7893,4677,13477,11112,7237,2848,14769,11493,6588,3329,13650,9752,5947,2422,12005,9672,7289,3108,10775,8125,5412,1838,7076,6575,3336,2262,4988,3764,2634,1415,4467,2631,1676,5310,3305,5489,4905, 
 支付的其他与经营活动有关的现金(万元),3908,1500,15234,3192,9443,4971,15770,61173,6261,12474,12795,6990,2293,1837,15249,7315,4232,2815,15544,5478,3035,4406,5504,5479,3101,5373,4142,2721,1441,205,2048,1174,511,1523,1288,1237,944, 
 经营活动现金流出小计(万元),77858,105394,89858,245644,177275,71693,112913,237298,124175,68586,134147,236677,166962,81077,406424,285483,174906,88065,331934,222953,161875,76663,280767,231404,150239,62210,111395,83596,54526,20868,89721,58195,39245,66790,48486,79165,59908, 
 经营活动产生的现金流量净额(万元),6488,1998,47216,49082,15582,-654,56389,53772,32847,10948,22619,17637,5301,-2596,40187,28801,21334,6067,56719,42358,26631,7506,19377,7906,10765,11201,5969,-2640,56,4911,16385,14927,10873,19142,14800,9204,7844, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,3000,3000,3000,3000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,0, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,900,900,900,900,1800,1803,1800,1800,--,--,--,--,--,--,--,78,--,--,--,--,--,--,0,0,--,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,--,38,--,--,--,436,33,34,33,17,0,0,--,127,1,1,--,33,9,9,0,--,--,--,--,--,--,--,--,798,797,0,1,--,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到的其他与投资活动有关的现金(万元),188,--,1715,--,--,--,1948,1,--,1,805,--,--,--,4612,--,--,--,4095,--,--,--,742,783,455,--,1463,--,--,--,209,--,18,73,--,69,147, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 投资活动现金流入小计(万元),188,0,1753,0,0,0,5384,3034,3034,3034,1721,900,900,900,6539,1805,1801,1800,4127,9,9,0,742,783,455,78,1463,0,0,0,1007,797,18,74,0,69,147, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),12421,9629,28249,31947,22700,12652,16592,20478,10991,3927,28181,23976,16477,8159,33831,17238,8417,3546,27940,21112,7641,4527,25069,16128,10022,6410,43466,38923,34067,30161,11630,9414,5216,5850,2441,4631,5271, 
