 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),29527,17901,7742,27633,18467,11469,5109,21991,14978,18218,15889,14063, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,1,--,--, 
 收到的其他与经营活动有关的现金(万元),174,160,89,137,140,167,110,257,147,480,481,1579, 
 经营活动现金流入小计(万元),29701,18061,7832,27771,18608,11636,5220,22248,15124,18699,16370,15643, 
 购买商品、接受劳务支付的现金(万元),4435,3105,1889,6541,4984,3529,779,5152,3607,4988,4551,3910, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3119,2271,1286,3760,2927,1893,1028,3228,2537,2765,1768,1446, 
 支付的各项税费(万元),4627,2731,1333,4245,3073,2014,957,3223,2473,2628,1889,1918, 
 支付的其他与经营活动有关的现金(万元),13401,7334,3419,9451,6617,3735,3138,5255,4539,5889,3645,4492, 
 经营活动现金流出小计(万元),25582,15442,7927,23997,17601,11171,5903,16858,13156,16270,11853,11766, 
 经营活动产生的现金流量净额(万元),4119,2619,-95,3774,1007,466,-683,5390,1968,2429,4516,3877, 
 收回投资所收到的现金(万元),19600,15000,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),178,137,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,2,--,0,0,0,--,26,7,41,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,200,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),19780,15140,0,0,0,0,0,26,7,241,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4642,3214,1086,4563,3535,2227,926,2863,2618,2907,4161,6803, 
 投资所支付的现金(万元),32700,17000,15000,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,148,144,1412,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,180,20,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),37342,20214,16086,4563,3535,2227,926,3011,2762,4499,4181,6803, 
 投资活动产生的现金流量净额(万元),-17562,-5074,-16086,-4563,-3535,-2227,-926,-2985,-2755,-4258,-4181,-6803, 
 吸收投资收到的现金(万元),20776,20776,20776,--,--,--,--,--,--,--,--,5119, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),1260,1260,1260,4240,4240,3700,2700,3770,3770,4640,2200,3000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),22036,22036,22036,4240,4240,3700,2700,3770,3770,4640,2200,8119, 
 偿还债务支付的现金(万元),3240,3000,2000,4770,3770,3100,2100,3970,3970,3200,1800,3200, 
 分配股利、利润或偿付利息所支付的现金(万元),2508,2311,43,631,580,528,396,765,709,221,130,736, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),670,655,576,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),6419,5966,2619,5401,4350,3628,2496,4735,4679,3421,1930,3936, 
 筹资活动产生的现金流量净额(万元),15617,16070,19417,-1161,-110,72,204,-965,-909,1219,270,4183, 
 汇率变动对现金及现金等价物的影响(万元),-0,-0,-0,0,0,0,-0,0,-3,-7,-5,-0, 
 现金及现金等价物净增加额(万元),2174,13615,3235,-1950,-2638,-1689,-1405,1440,-1699,-617,601,1257, 
 加:期初现金及现金等价物余额(万元),2419,2419,2450,4369,4369,4369,4400,2929,2929,3547,2946,1689, 
 期末现金及现金等价物余额(万元),4594,16034,5686,2419,1731,2681,2995,4369,1230,2929,3547,2946, 
 净利润(万元),--,2937,--,4524,--,2120,--,4033,--,3421,3329,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
