 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),63706,311497,172247,102010,42582,222040,136836,94170,41409,192670,87180,52077,18862,123953,82474,60054,16266,113799,127265,108455, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,390,317,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),9252,26087,20302,14911,10974,18750,10979,6073,124,9291,6693,3565,1091,10090,5525,3762,2650,4251,1489,1600, 
 经营活动现金流入小计(万元),72958,337584,192939,117238,53556,240791,147815,100243,41534,201962,93873,55643,19953,134043,87999,63816,18915,118050,128755,110055, 
 购买商品、接受劳务支付的现金(万元),26305,108940,71612,35549,16210,89975,77909,61057,34006,88415,48992,27718,15033,31969,12116,5129,8286,43901,64560,60740, 
 客户贷款及垫款净增加额(万元),--,--,-7733,-5212,--,7736,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6199,26363,17298,11645,5936,25791,18822,11822,5862,22293,17128,11902,6514,20755,14379,10249,4202,17370,14472,9564, 
 支付的各项税费(万元),16248,45834,34945,22927,10202,50918,35121,30327,12738,43010,27605,21085,5629,28782,19316,13287,2409,26507,23100,18882, 
 支付的其他与经营活动有关的现金(万元),23758,71129,49929,28004,11682,64789,38862,28614,17362,80633,35694,11292,4266,13905,10523,5425,9687,12803,11198,10398, 
 经营活动现金流出小计(万元),72509,252265,166052,92912,44031,239208,170714,131820,69967,234351,129420,71997,31442,95411,56333,34090,24585,100582,113330,99583, 
 经营活动产生的现金流量净额(万元),448,85319,26888,24326,9525,1583,-22900,-31577,-28434,-32390,-35547,-16354,-11489,38632,31665,29727,-5669,17468,15425,10471, 
 收回投资所收到的现金(万元),--,39600,45750,125750,39600,98616,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,867,869,569,469,953,--,--,--,--,--,--,--,400,400,--,--,400,350,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,52,51,14,0,43,1,0,0,42,29,20,--,626,5,0,--,8,12,243, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,2876,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,6150,26,26,--,--,74282,59578,24300,--,--,--,--,--,--,--,--,2998,3668,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,46669,46696,126360,40069,102488,74282,59579,24300,42,29,20,0,1026,405,0,0,3406,4030,243, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6614,49242,33920,13019,3209,31874,15049,8249,1875,6996,5502,2118,1150,7985,7356,5774,2846,16873,23309,13977, 
 投资所支付的现金(万元),--,--,--,80073,--,100900,--,--,169,--,920,--,--,--,--,--,100,--,3234,942, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),1628,476,--,--,--,170,170,170,--,655,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,0,61300,36300,15800,37300,--,--,--,--,--,--,--,3668,1361,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),8241,49718,33920,93092,3209,132944,76519,44719,17844,44952,6422,2118,1150,7985,7356,5774,2946,20541,27904,14919, 
 投资活动产生的现金流量净额(万元),-8241,-3049,12776,33267,36860,-30456,-2236,14860,6456,-44909,-6392,-2098,-1150,-6960,-6951,-5774,-2946,-17135,-23874,-14676, 
 吸收投资收到的现金(万元),--,200,100,--,--,530,530,--,--,142739,144107,144107,--,--,--,--,--,300,104,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300,--,--, 
 取得借款收到的现金(万元),10,143760,102260,51460,1260,163000,143000,123000,--,125029,92000,92000,12000,80000,39500,30000,10000,96500,34500,19670, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),7,74,57,11,2,494,315,--,--,10751,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),17,144034,102417,51471,1262,164024,143845,123000,0,278520,236107,236107,12000,80000,39500,30000,10000,96800,34604,19670, 
