 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),134752,87982,43186,171672,121806,79396,40308,169697,128054,82958,42032,199385,136063,93682,43397,205279,140961,97229,50945,212392,143037,99793,51563,170030,112595,79180,39381,142710,97893,66204,34213,116444,87241,61140,33567,93956,65284,45657,86113,68249,42022, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),47,0,--,20,6,6,13,175,--,--,--,175,--,--,--,252,--,--,--,192,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 收到的其他与经营活动有关的现金(万元),1325,1260,1049,1843,750,815,362,844,324,311,191,3762,827,724,97,1751,403,300,228,1381,921,771,268,1172,595,332,189,917,578,412,251,988,720,570,428,558,275,217,250,66,74, 
 经营活动现金流入小计(万元),136124,89242,44235,173535,122562,80217,40683,170716,128378,83269,42223,203322,136890,94405,43494,207282,141364,97530,51173,213965,143958,100563,51831,171202,113190,79512,39570,143627,98471,66615,34465,117432,87960,61710,33995,94515,65559,45874,86363,68315,42097, 
 购买商品、接受劳务支付的现金(万元),71382,33512,18574,71740,61755,38807,17324,79795,65967,40520,17872,114492,73531,49977,25566,115396,71244,45032,22586,129413,83922,56621,30050,111793,73374,46550,21616,94747,64336,32241,17236,88174,72782,55418,29847,65507,45993,34817,58071,45738,33703, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),34103,22397,11821,45085,31117,21725,9974,41374,31193,21756,10284,45959,36388,25178,13123,47204,35802,24196,11698,46237,33766,23431,10704,39070,27723,18165,8612,30061,21664,14486,7185,22166,15689,10226,5313,17043,11721,7762,13618,9129,4925, 
 支付的各项税费(万元),10050,6717,3607,14620,8848,6455,3023,13462,10695,8253,4975,14317,10734,8044,3337,13549,11652,8906,4634,17639,12023,9169,5896,12658,10540,6837,1868,13130,9041,7301,1531,8652,5806,4054,1925,7213,5352,3325,6430,4286,1995, 
 支付的其他与经营活动有关的现金(万元),14696,19432,9047,28967,9788,8959,8196,25064,14309,9797,8318,25174,15141,10543,5732,25746,21838,10544,5276,28892,17251,11340,5407,21153,13990,9091,4871,21830,16691,10807,3904,17995,12179,8067,4304,11477,8351,5313,9461,7934,3331, 
 经营活动现金流出小计(万元),130232,82058,43049,160413,111508,75946,38518,159695,122164,80326,41448,199942,135795,93742,47758,201896,140536,88678,44194,222181,146962,100561,52058,184675,125627,80643,36967,159767,111732,64835,29855,136987,106455,77765,41390,101241,71417,51217,87580,67087,43954, 
 经营活动产生的现金流量净额(万元),5892,7184,1186,13122,11054,4270,2165,11021,6214,2942,775,3380,1095,664,-4264,5386,829,8852,6979,-8216,-3004,3,-227,-13473,-12437,-1131,2604,-16141,-13261,1781,4609,-19555,-18494,-16055,-7395,-6726,-5858,-5343,-1218,1228,-1857, 
 收回投资所收到的现金(万元),1460,812,300,1050,4150,--,--,4800,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,50,0,0, 
 取得投资收益所收到的现金(万元),1,77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),-18,-17,-24,36,36,36,0,17,--,--,--,0,--,--,--,87,--,--,--,32,--,--,--,1,--,--,--,7,--,--,--,1,--,--,--,--,--,--,0,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,198,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1443,872,276,1086,4186,36,0,4817,0,0,0,0,0,0,0,87,0,0,0,32,0,0,0,198,0,0,0,7,0,0,0,1,0,--,--,0,--,--,50,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3887,2595,1825,6124,4910,3227,902,5917,3769,3025,1972,4608,3387,2261,1391,5171,3165,2188,1667,7372,6004,4281,1577,5591,3388,1804,406,1876,1648,1178,735,13326,12762,11767,3663,4459,645,303,1261,1627,2353, 
 投资所支付的现金(万元),4856,4806,4344,4186,4992,1291,3500,820,300,300,--,6300,6983,--,--,7604,2111,2111,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,50,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,33841,36295,36295,35300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17580,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),8743,7401,6169,44150,46197,40813,39702,6737,4069,3325,1972,10908,10370,2261,1391,12775,5275,4298,1667,7372,6004,4281,1577,23171,3388,1804,406,1876,1648,1178,735,13326,12762,11767,3663,4459,645,303,1311,1627,2353, 
