 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),61197,38775,104377,44703,36318,144919,154109,144924, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2427,--,1826,--,--,1284,915,883, 
 收到的其他与经营活动有关的现金(万元),7883,5230,13642,8811,4690,17706,11682,12705, 
 经营活动现金流入小计(万元),71507,44005,119845,53514,41007,163910,166705,158512, 
 购买商品、接受劳务支付的现金(万元),31833,21299,50654,32660,21023,96334,104825,85449, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),27207,19738,31160,23917,17151,29117,25728,19354, 
 支付的各项税费(万元),4631,3304,5395,4381,3653,6576,6677,6213, 
 支付的其他与经营活动有关的现金(万元),16295,10236,25264,17342,9765,23994,26691,29797, 
 经营活动现金流出小计(万元),79965,54577,112473,78301,51593,156021,163921,140813, 
 经营活动产生的现金流量净额(万元),-8459,-10572,7372,-24787,-10585,7889,2784,17699, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,50, 
 取得投资收益所收到的现金(万元),134,134,115,40,40,233,242,31, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,--,4,2,2,130,72,38, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),60400,60400,21000,18000,18000,46000,58000,550, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),60540,60534,21119,18042,18042,46364,58314,669, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1366,748,8956,1136,892,1144,2531,5217, 
 投资所支付的现金(万元),--,--,--,--,--,226,1239,203, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),60400,60400,16000,13000,13000,51000,58000,300, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),61766,61148,24956,14136,13892,52370,61770,5720, 
 投资活动产生的现金流量净额(万元),-1226,-615,-3837,3906,4149,-6006,-3456,-5051, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),43200,32200,95100,87100,67100,92900,86500,72800, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,2715,2715,2715,37120,--,4048, 
 筹资活动现金流入小计(万元),43200,32200,97815,89815,69815,130020,86500,76848, 
 偿还债务支付的现金(万元),34700,25500,81100,73600,57600,90300,93600,80000, 
 分配股利、利润或偿付利息所支付的现金(万元),15492,14484,6244,5296,4267,3936,6866,10261, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,2565,2565,543,37120,--,4048, 
 筹资活动现金流出小计(万元),50192,39984,89909,81461,62409,131356,100466,94309, 
 筹资活动产生的现金流量净额(万元),-6992,-7784,7906,8354,7405,-1336,-13966,-17461, 
 汇率变动对现金及现金等价物的影响(万元),-4,-2,3,1,1,4,-0,10, 
 现金及现金等价物净增加额(万元),-16680,-18972,11443,-12526,971,550,-14638,-4803, 
 加:期初现金及现金等价物余额(万元),29472,29472,18029,18029,18029,17479,32117,36920, 
 期末现金及现金等价物余额(万元),12792,10500,29472,5503,18999,18029,17479,32117, 
 净利润(万元),7685,5282,15932,2962,2942,18034,18716,21324, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
