 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),434548,1878530,1362869,871839,462827,1219612,827276,540827,259784,722279,514448,333283,161262,411289,215840,125453,59342,78521,27244,18241,7393,37780,27477,17702,7204,43331,28106,18971,6433,52189,35721,23518,45841,33731,23545, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3773,10850,7999,6048,2761,10694,9340,7556,3608,4861,3768,2202,978,1627,1044,798,255,51,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),4764,11261,14436,3972,6607,3991,11827,1432,10303,2017,3036,1355,10181,907,206,427,92,677,120,144,95,981,1227,850,376,1452,3313,2476,1371,1994,1532,826,917,2747,2449, 
 经营活动现金流入小计(万元),443085,1900641,1385303,881859,472196,1234296,848443,549816,273694,729157,521252,336840,172421,413823,217090,126677,59689,79249,27363,18385,7488,38762,28705,18552,7581,44783,31419,21446,7803,54183,37253,24345,46758,36478,25995, 
 购买商品、接受劳务支付的现金(万元),298810,1445259,962232,634103,346034,905164,557803,356550,187604,527043,385507,234094,120072,232947,128074,67836,46005,44081,20916,14058,8957,23629,15924,12754,12140,38844,30671,20914,13621,36658,25956,15961,36555,21554,19020, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),28570,82776,55619,35803,15420,48036,35544,21019,16099,27003,18082,11612,4712,10564,6987,4532,2299,6431,4258,3055,1513,5727,4354,2970,1449,4659,3233,1910,821,2503,1771,1115,1469,1094,939, 
 支付的各项税费(万元),8368,26318,16134,10601,6939,1343,1573,954,109,1599,1217,871,524,2845,1843,1319,892,5385,3886,3089,1564,5313,3622,3394,1055,7166,5342,4001,1773,4791,3395,2429,4349,3017,1479, 
 支付的其他与经营活动有关的现金(万元),101999,328029,336398,217719,128759,308966,306254,176489,126676,279458,204641,130410,89452,168762,89006,49017,22961,24664,4589,2714,1742,6429,4247,4200,980,7396,6566,3928,1988,5242,4309,2887,3979,10103,4333, 
 经营活动现金流出小计(万元),437747,1882383,1370384,898227,497152,1263508,901173,555013,330488,835104,609447,376987,214759,415117,225910,122705,72157,80561,33649,22917,13776,41099,28147,23318,15625,58066,45812,30753,18203,49194,35430,22392,46352,35769,25771, 
 经营活动产生的现金流量净额(万元),5338,18258,14919,-16368,-24956,-29212,-52730,-5197,-56794,-105947,-88195,-40146,-42339,-1294,-8820,3973,-12468,-1313,-6286,-4532,-6287,-2337,558,-4766,-8044,-13282,-14393,-9306,-10400,4989,1823,1953,406,709,224, 
 收回投资所收到的现金(万元),720,1708,482,1708,1348,3012,3012,3012,3012,29397,--,--,--,1260,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),29,661,1997,422,159,1115,824,528,--,39,196,196,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
