 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),67593,44561,22725,99006,78489,52363,23501,83868,59389,38894,15394,66313,62745,36408,15373,54982,42506,27602,11931,54426,42284,27359,11070,57081,51644,41662,27619, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),5557,3805,1615,8099,6566,4026,1725,5788,4635,2465,1185,6391,5131,2799,1027,5196,3575,2499,1330,3729,2976,2076,793,4679,4523,3254,2508, 
 收到的其他与经营活动有关的现金(万元),197,201,-4,675,564,539,99,3845,3045,2667,1166,18207,295,81,56,280,209,178,45,155,98,74,23,798,486,615,139, 
 经营活动现金流入小计(万元),73348,48567,24336,107780,85619,56928,25325,93501,67069,44026,17746,90911,68171,39288,16456,60457,46290,30280,13306,58310,45358,29508,11886,62559,56654,45532,30266, 
 购买商品、接受劳务支付的现金(万元),63497,42356,18227,81146,59241,36405,15662,61906,44836,26380,13209,51163,57791,28725,10000,40766,32721,21333,10804,42722,35834,22920,13563,45924,42606,36988,24563, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12621,8715,4605,17396,13693,9496,4749,17616,13433,8981,4538,14204,10848,7283,3722,10653,7079,4534,2162,8290,6201,4020,1840,6191,5100,4526,2677, 
 支付的各项税费(万元),511,355,194,1084,582,420,233,912,826,682,358,1828,1591,1144,314,831,573,248,107,984,815,620,246,2461,1446,745,944, 
 支付的其他与经营活动有关的现金(万元),2125,1278,538,2052,1611,1240,476,3732,2750,1490,292,24189,2263,1506,288,1339,1058,713,427,1348,1010,762,551,1256,1379,1031,854, 
 经营活动现金流出小计(万元),78753,52705,23565,101678,75128,47562,21120,84166,61844,37533,18397,91384,72493,38658,14324,53589,41431,26828,13500,53343,43859,28322,16199,55833,50531,43289,29037, 
 经营活动产生的现金流量净额(万元),-5405,-4138,771,6102,10491,9366,4205,9336,5225,6493,-651,-473,-4321,630,2132,6868,4859,3452,-194,4967,1498,1186,-4314,6726,6122,2242,1229, 
 收回投资所收到的现金(万元),1000,1000,1000,--,--,--,--,1200,1200,1200,--,7850,7000,1000,1000,3600,--,--,--,--,--,--,--,--,--,1809,--, 
 取得投资收益所收到的现金(万元),247,247,201,31,--,--,--,2,4,2,--,6,6,1,1,18,6,--,--,--,--,--,--,--,--,13,10, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),9,9,9,98,29,29,12,22,16,5,--,--,--,--,--,1143,1124,406,0,4,4,4,4,6,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,563,134,-169,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,1476,1761,--,1350,--,650,--,--,--,1600,--,470,--,--,--,--,1140,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1256,1256,1210,129,29,29,12,3262,3115,1037,1350,7856,7656,1001,1001,4761,2730,406,470,4,4,4,4,1146,0,1822,10, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1104,822,362,1638,1385,1041,613,6347,5183,2637,1338,6741,4810,3383,1283,11666,10257,7728,4219,9259,7162,4785,2634,12595,8542,6559,803, 
 投资所支付的现金(万元),1000,1300,1000,--,--,--,--,1200,1200,1526,--,7850,7000,1000,1000,9600,6000,--,2000,--,--,--,--,--,--,--,1809, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),2245,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),706,21,--,--,--,--,--,132,132,--,--,1293,400,--,--,--,3600,--,--,--,--,--,--,--,--,--,--, 
