 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),281432,205332,115384,58735,266004,193152,121623,58695,164273,109623,61581,26472,136524,90609,60501,27549,169003,116120,78138,28499,121003,87065,118971,115775, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),8802,8802,--,--,27,--,--,--,101,169,101,101,401,401,401,--,--,--,--,0,--,--,70,--, 
 收到的其他与经营活动有关的现金(万元),14784,9565,5469,4100,10943,9142,5676,4178,15397,11855,9585,5308,20424,18585,11009,5156,12848,37627,16271,5613,6413,4834,8060,9429, 
 经营活动现金流入小计(万元),305018,223699,120853,62835,276973,202294,127299,62872,179770,121647,71267,31881,157349,109595,71911,32705,181851,153747,94409,34113,127416,91898,127102,125205, 
 购买商品、接受劳务支付的现金(万元),274056,210310,121340,63144,346116,253289,147912,70478,169293,121578,77242,41487,127822,77894,48963,49442,122356,127757,71501,40792,101332,84018,92435,99173, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),39323,29501,20219,9954,36418,27627,18591,10437,33782,25083,17132,9064,32615,24252,16034,7650,26486,19171,12555,6104,18924,13839,15579,11415, 
 支付的各项税费(万元),7787,4251,3064,1367,3170,1876,838,409,4919,2792,1521,426,8374,2465,983,526,6108,5485,3966,3094,6874,6365,6808,6380, 
 支付的其他与经营活动有关的现金(万元),25546,16641,12823,11422,15379,13953,11181,6441,18917,12385,9411,4767,14673,8533,5597,5457,14590,12271,4070,2195,12244,11123,10543,11276, 
 经营活动现金流出小计(万元),346711,260704,157446,85887,401083,296746,178522,87764,226910,161838,105306,55744,183484,113144,71577,63074,169540,164684,92093,52185,139374,115344,125365,128245, 
 经营活动产生的现金流量净额(万元),-41693,-37005,-36593,-23052,-124110,-94452,-51223,-24892,-47140,-40191,-34039,-23863,-26135,-3549,334,-30370,12312,-10936,2317,-18072,-11957,-23446,1736,-3040, 
 收回投资所收到的现金(万元),27520,20618,13185,1625,75,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32,--,--,--, 
 取得投资收益所收到的现金(万元),277,253,241,22,--,--,--,--,--,--,--,--,--,--,--,--,75,75,75,--,--,--,296,--, 
