 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),40938,166334,135381,85107,50446,114087,67012,47406,18194,151945,112720,94176,49351,193029,139122,95544,33357,196791,141125,85735,33789,140164,95518,59534,25971,89758,55226,34643,12380,52862,6713,37290,38218, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到的税费返还(万元),347,2843,2456,1678,1304,2650,1584,349,279,218,106,105,67,291,75,0,0,21,21,21,261,533,533,435,253,699,172,87,27,509,272,444,866, 
 收到的其他与经营活动有关的现金(万元),2255,3714,782,561,353,1246,1206,357,1047,1980,1049,739,1513,1602,1187,1281,293,1218,984,661,223,503,543,473,159,734,544,143,59,1148,369,1112,435, 
 经营活动现金流入小计(万元),43541,172891,138618,87346,52104,117984,69802,48112,19520,154142,113876,95021,50930,194922,140384,96826,33651,198029,142130,86417,34273,141200,96593,60443,26383,91191,55942,34873,12466,54519,7354,38846,39519, 
 购买商品、接受劳务支付的现金(万元),29797,122751,104958,62864,33603,82350,70974,51880,32072,95339,66951,56503,33634,113710,81949,54317,29711,156527,128502,74043,25892,93135,78482,51140,27911,91592,67863,41359,18103,39288,13592,24173,28666, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),5069,21390,13497,8377,3536,21469,14288,10899,4404,24514,17534,13968,4855,24240,19056,12854,4701,19715,14772,9889,3723,13644,10116,6927,1959,8769,6137,3799,2348,5363,1531,3023,2688, 
 支付的各项税费(万元),3215,4934,4825,3576,6058,4306,5342,4548,770,11740,11234,7235,5097,15126,12237,7091,3605,17075,12475,9836,5426,5922,3358,1317,275,3667,2796,2041,834,2068,101,2237,1081, 
 支付的其他与经营活动有关的现金(万元),1774,21859,12196,7997,4178,16217,8564,5116,1058,15843,11421,6382,3543,19497,16045,12412,4330,18271,12956,11189,8420,12978,9205,5868,2673,10197,7413,4122,1978,4517,935,4355,5862, 
 经营活动现金流出小计(万元),39856,170934,135476,82813,47375,124342,99168,72444,38304,147436,107141,84088,47129,172574,129288,86673,42347,211588,168705,104957,43461,125679,101161,65252,32818,114225,84208,51320,23262,51236,16159,33788,38297, 
 经营活动产生的现金流量净额(万元),3685,1957,3142,4533,4729,-6358,-29366,-24332,-18784,6706,6735,10933,3801,22347,11096,10153,-8696,-13559,-26576,-18541,-9188,15520,-4567,-4809,-6436,-23034,-28266,-16446,-10796,3284,-8805,5059,1222, 
 收回投资所收到的现金(万元),--,1380,900,--,--,30,--,--,--,--,--,--,--,--,--,2,2,28,--,--,--,89,--,--,--,--,--,--,--,228,0,0,0, 
 取得投资收益所收到的现金(万元),--,32,12,3,--,--,--,--,--,18,18,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,65,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),51,276,134,156,84,1509,1532,1344,121,1594,292,292,19,22,--,--,--,6515,--,0,--,3,1,1,--,--,3,--,--,751,0,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,3848,3868,3868,3533,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,300,--,--,--,11,414,414,--,771,--,--,--,2050,--,--,--,--,81,0,--,3044,--,--,--,100,0,380,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 投资活动现金流入小计(万元),51,5536,4913,4027,3617,1839,1532,1344,121,1623,724,724,19,793,0,2,2,8592,0,0,0,92,82,1,0,3044,3,0,--,1144,0,380,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),453,9776,7575,5386,331,19941,5023,4193,6393,35814,34617,18649,11254,18775,8607,5907,4118,37173,29932,18684,15088,10113,7208,3625,2097,11663,7924,6204,3759,11253,4213,2827,3495, 
 投资所支付的现金(万元),2500,5309,900,900,--,180,--,--,--,7673,1931,1839,659,3238,3085,1335,--,--,--,0,--,2788,2802,2800,--,860,--,--,--,683,325,50,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,5516,5970,5970,3859,586,--,--,611,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,2951,--,--,--,762,459,762,762,--,--,--,--,--,--,0,--,--,19,4,--,--,--,--,--,672,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
