 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),33284,142176,126467,82736,51953,99899,73206,44422,23361,77916,45521,30749,18547,65349,47859,28717,14502,52018,34553,16922, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,12,--,--,--,202,202,202,--,--,--,--,--,60,60,60,--,62,114,28, 
 收到的其他与经营活动有关的现金(万元),1058,2356,4546,4902,1858,819,536,387,180,1083,619,441,188,797,613,522,284,1197,991,502, 
 经营活动现金流入小计(万元),34342,144544,131014,87637,53810,100920,73945,45012,23541,78999,46141,31190,18735,66206,48532,29299,14786,53277,35657,17453, 
 购买商品、接受劳务支付的现金(万元),27957,117798,90688,57406,42384,55973,39309,25508,12462,50174,23318,14706,11472,37256,26895,16360,8133,31307,18885,8306, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5165,17818,13224,9397,5751,12570,9661,6248,3814,10966,8271,6048,3541,9352,7032,4846,2844,7098,5144,4345, 
 支付的各项税费(万元),3388,19000,14900,10815,5929,9148,6874,4630,2398,7292,5582,4438,2152,5502,3810,2593,1218,3661,3166,1547, 
 支付的其他与经营活动有关的现金(万元),1844,11006,6558,4468,2301,4804,3112,1947,1001,3096,2214,1773,472,2784,2073,1958,704,2831,2616,1044, 
 经营活动现金流出小计(万元),38354,165623,125370,82087,56365,82495,58956,38333,19675,71529,39385,26966,17637,54894,39810,25757,12898,44897,29811,15242, 
 经营活动产生的现金流量净额(万元),-4011,-21078,5644,5551,-2555,18424,14989,6678,3867,7470,6755,4224,1099,11311,8722,3542,1888,8380,5846,2211, 
 收回投资所收到的现金(万元),--,16000,16000,16000,6000,23000,23000,23000,13000,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,75,75,75,30,108,108,108,50,393,230,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),13,25,25,25,17,50,13,13,--,11,2,27,--,24,17,14,3,28,11,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),13,16100,16100,16100,6047,23158,23121,23121,13050,404,232,27,0,24,17,14,3,28,11,1, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5118,23188,17986,12523,6333,8982,6806,4310,2761,10670,7480,4342,1359,6143,4099,3021,1710,7190,6034,2340, 
