 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),280854,184361,336282,254739,328311,91215,299059,279854,242246, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1531,893,1397,829,379,--,2,--,84, 
 收到的其他与经营活动有关的现金(万元),9786,9346,11345,4604,36867,26228,44254,7090,22667, 
 经营活动现金流入小计(万元),292171,194599,349024,260172,365557,117443,343316,286943,264998, 
 购买商品、接受劳务支付的现金(万元),236247,166203,288737,243674,309178,91969,247603,231217,223684, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7648,5564,8756,6863,9559,2931,8193,5782,3415, 
 支付的各项税费(万元),3413,2670,4164,3462,4810,1423,3905,3541,2019, 
 支付的其他与经营活动有关的现金(万元),16848,7405,32145,20824,67431,38184,79572,54371,24936, 
 经营活动现金流出小计(万元),264155,181842,333803,274822,390979,134507,339274,294910,254054, 
 经营活动产生的现金流量净额(万元),28016,12757,15222,-14650,-25422,-17064,4041,-7966,10943, 
 收回投资所收到的现金(万元),126881,83190,197146,86002,221432,47950,140778,49800,19400, 
 取得投资收益所收到的现金(万元),83,47,104,81,194,327,278,45,67, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1684,21,158,1,8,--,--,0,2, 
 处置子公司及其他营业单位收到的现金净额(万元),67,67,--,--,--,--,62,--,--, 
 收到的其他与投资活动有关的现金(万元),36,--,--,--,--,--,--,659,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),128750,83324,197408,86084,221634,48277,141119,50504,19470, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8317,8294,3685,1944,2430,35,617,605,174, 
 投资所支付的现金(万元),125439,80822,197878,87222,218463,49250,152910,52030,19400, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,7000,7000,--,--,--,2688,--, 
 支付的其他与投资活动有关的现金(万元),1,1,2,2,--,--,--,--,--, 
