 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),42637,152570,106122,62037,28304,114691,79839,50470,21411,98565,72014,45190,22566,106979,75776,47099,20324,83350,65992,60655, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1,283,31,31,24,--,90,27,20,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1585,2265,1799,924,354,3064,2050,1235,453,1075,846,507,299,3437,1676,729,611,882,320,697, 
 经营活动现金流入小计(万元),44223,155118,107951,62992,28682,117756,81979,51732,21885,99640,72861,45697,22864,110416,77453,47828,20936,84232,66312,61352, 
 购买商品、接受劳务支付的现金(万元),31778,94301,68565,42725,22197,67451,47745,31563,16843,65742,51246,33363,18676,71197,55556,36632,20005,51570,37688,38599, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),11214,28440,21532,14776,8969,22051,16577,11884,7001,19230,15126,11389,6658,16954,12937,6460,6092,13394,9697,5138, 
 支付的各项税费(万元),2427,9452,6941,4178,1938,6466,4608,2900,1306,5331,3666,3263,2041,6334,4006,2723,1242,4838,4511,3454, 
 支付的其他与经营活动有关的现金(万元),4477,17311,12429,7388,3464,13289,9464,5693,2592,9995,7748,4913,2542,10332,7728,4816,2391,9655,9402,9504, 
 经营活动现金流出小计(万元),49896,149504,109468,69067,36568,109258,78395,52040,27742,100298,77787,52928,29917,104817,80227,50631,29729,79457,61298,56696, 
 经营活动产生的现金流量净额(万元),-5674,5614,-1517,-6075,-7886,8498,3584,-308,-5857,-659,-4926,-7231,-7052,5599,-2774,-2803,-8793,4775,5014,4656, 
 收回投资所收到的现金(万元),1620,1484,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,108,743,108,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,40,34,34,--,256,300,300,--,102,96,11,1,1,0,0,--,94,26,36, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,305,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1622,1633,778,142,0,256,605,300,0,102,96,11,1,1,0,0,0,94,27,36, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),532,6172,4449,3198,840,12793,11870,8812,7355,4476,2463,1480,546,2541,1037,834,983,4772,8778,6144, 
 投资所支付的现金(万元),88,910,800,1800,800,14297,9470,4470,1520,--,--,--,--,--,--,--,--,--,--,1, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,14237,14237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,700,500,500,5000,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),620,21319,19486,4998,1640,27090,22040,13782,9375,9476,2463,1480,546,2541,1037,834,983,4772,8778,6145, 
 投资活动产生的现金流量净额(万元),1001,-19686,-18708,-4855,-1640,-26834,-21435,-13482,-9375,-9374,-2367,-1468,-546,-2539,-1037,-834,-983,-4678,-8751,-6109, 
 吸收投资收到的现金(万元),--,--,--,--,--,400,--,--,--,36956,36956,36956,--,--,--,--,--,--,--,7750, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,400,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 取得借款收到的现金(万元),15000,40220,38220,24400,9700,23700,21700,14700,7000,9000,9000,9000,8000,21500,19500,14500,11500,13200,15600,11980, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3007, 
 筹资活动现金流入小计(万元),15000,40220,38220,24400,9700,24100,21700,14700,7000,45956,45956,45956,8000,21500,19500,14500,11500,13200,15600,22737, 
 偿还债务支付的现金(万元),14700,21700,19700,14700,5000,2000,--,--,--,25000,25000,17000,6000,17700,15700,9700,5200,10300,13530,5750, 
 分配股利、利润或偿付利息所支付的现金(万元),458,3274,2821,2286,265,1858,1601,1424,5,1995,1997,1970,233,2327,2085,1843,217,2158,1068,1815, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,25,--,--,--,295,300,270,--,794,5159,325,--,30,--,--,--,53,70,4565, 
 筹资活动现金流出小计(万元),15158,24999,22521,16986,5265,4153,1901,1694,5,27789,32156,19295,6233,20057,17785,11543,5417,12511,14668,12130, 
 筹资活动产生的现金流量净额(万元),-158,15221,15699,7414,4435,19947,19799,13006,6995,18167,13800,26661,1767,1443,1715,2957,6083,689,932,10606, 
 汇率变动对现金及现金等价物的影响(万元),-195,-228,9,57,-13,130,56,39,31,-30,-8,-51,-78,-116,-82,-23,--,--,--,--, 
 现金及现金等价物净增加额(万元),-5026,921,-4517,-3459,-5105,1742,2004,-744,-8206,8104,6499,17910,-5909,4388,-2178,-704,-3694,786,-2805,9154, 
 加:期初现金及现金等价物余额(万元),23147,22226,22226,22226,22226,20485,20485,20485,20485,12381,12381,12381,12381,7993,7993,7993,7993,7207,10013,859, 
 期末现金及现金等价物余额(万元),18121,23147,17710,18767,17122,22226,22488,19740,12278,20485,18880,30291,6472,12381,5815,7290,4300,7993,7207,10013, 
 净利润(万元),--,6478,--,3871,--,8831,--,4330,--,7623,--,3912,--,7431,--,3334,--,7152,6649,5037, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,1404,--,318,--,1119,--,316,--,675,--,254,--,373,--,254,--,674,534,91, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,3158,--,1475,--,2600,--,1190,--,2144,--,1033,--,1944,--,961,--,1587,1134,645, 
