 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),45687,28454,100333,52343,38649,23146,102945,67354,48425,29995,105847,63862,35962,23520,73686,42309,29511,18356,82747,52038,30390,13129,67065,41392,24597,12342,50049,21344,13451,6349,30555,17145,11110,5491,25374,18567,9997,22811,12656,17849,11547, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到的税费返还(万元),231,106,426,222,181,24,430,314,275,100,328,176,159,11,468,435,160,81,353,181,50,27,382,296,252,29,39,9,0,--,30,21,11,15,9,9,9,15,7,10,110, 
 收到的其他与经营活动有关的现金(万元),38016,15592,16836,21000,9253,3293,15018,14652,8555,2124,18580,13213,9016,4078,15124,12035,10078,3789,13443,1544,2223,3020,1329,1069,498,132,918,726,44,10,281,176,164,145,383,572,129,202,256,78,123, 
 经营活动现金流入小计(万元),83934,44153,117595,73565,48082,26463,118392,82320,57254,32219,124755,77250,45137,27610,89278,54778,39749,22226,96543,53763,32663,16175,68776,42757,25347,12503,51005,22078,13496,6359,30867,17342,11286,5651,25767,19148,10135,23028,12919,17936,11780, 
 购买商品、接受劳务支付的现金(万元),43992,27325,77674,54130,35965,22053,76046,56176,40081,23333,77072,52113,29775,16175,64019,46251,31343,19736,70366,47869,30077,14957,46918,34122,24447,13680,33603,17708,10818,6133,27252,18706,12866,7400,17169,19790,8120,16465,12616,12317,8208, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),9592,6167,13852,7658,6202,4282,9321,7009,5806,3436,8902,5609,4151,3005,7278,5274,3980,2389,7020,4090,2378,2489,5936,3552,2304,2100,2916,1422,939,930,1995,1519,1007,594,1611,1277,950,1310,1070,999,878, 
 支付的各项税费(万元),3318,1755,4344,4000,2899,1552,5339,3233,2321,1387,4233,2783,2116,1263,3639,2497,1640,973,3826,2498,1720,1079,3156,2014,1381,878,1965,1277,819,578,1297,996,622,483,563,368,197,1011,720,421,542, 
 支付的其他与经营活动有关的现金(万元),45063,21120,18735,25927,13762,6408,16648,13816,8988,4661,22156,17301,12268,5691,15252,14034,10134,4391,9844,2433,2052,836,8665,5341,4693,2611,4305,1806,1939,1022,3840,2569,1670,1299,2540,1064,856,2122,691,1712,1556, 
 经营活动现金流出小计(万元),101965,56367,114604,91715,58828,34295,107354,80233,57197,32817,112362,77805,48309,26134,90187,68055,47097,27488,91056,56890,36227,19361,64676,45029,32826,19270,42789,22213,14516,8663,34384,23791,16164,9777,21882,22499,10122,20908,15097,15449,11185, 
 经营活动产生的现金流量净额(万元),-18031,-12215,2991,-18150,-10746,-7832,11039,2086,58,-598,12393,-554,-3172,1475,-909,-13276,-7347,-5262,5487,-3127,-3564,-3186,4100,-2272,-7479,-6767,8216,-135,-1020,-2304,-3518,-6449,-4879,-4125,3884,-3351,14,2119,-2178,2487,595, 
