 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),61227,44388,71183,45556,44859,20757,9201, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),3698,1583,4375,3210,57,33,45, 
 收到的其他与经营活动有关的现金(万元),1375,319,2190,2242,239,345,751, 
 经营活动现金流入小计(万元),66300,46289,77748,51008,45155,21135,9997, 
 购买商品、接受劳务支付的现金(万元),29701,17102,32324,23851,15132,10603,3202, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),14771,9507,15760,11414,10333,4387,3308, 
 支付的各项税费(万元),4553,2324,4735,3151,5848,1638,1127, 
 支付的其他与经营活动有关的现金(万元),5444,2757,7656,3998,4790,2355,957, 
 经营活动现金流出小计(万元),54469,31690,60475,42414,36102,18983,8595, 
 经营活动产生的现金流量净额(万元),11831,14599,17273,8594,9053,2152,1402, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),66,61,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),15,24,41,9,17,7,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,7800,287,--,537,1768,950, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),80,7885,328,9,554,1775,950, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),12463,5840,14945,13251,10077,5208,2572, 
 投资所支付的现金(万元),--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,9021,1470,--,93,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),12463,14861,16415,13251,10170,5208,2572, 
 投资活动产生的现金流量净额(万元),-12383,-6976,-16087,-13242,-9616,-3432,-1621, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),21957,14375,14985,12472,9420,6000,2100, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,170,--,--,--,--, 
 筹资活动现金流入小计(万元),21957,14375,15155,12472,9420,6000,2100, 
 偿还债务支付的现金(万元),15711,15228,6500,5500,5920,5165,4117, 
 分配股利、利润或偿付利息所支付的现金(万元),3974,5321,2969,2393,317,219,181, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,599,--,--,581,--,--, 
 筹资活动现金流出小计(万元),19685,21148,9469,7893,6817,5385,4298, 
 筹资活动产生的现金流量净额(万元),2272,-6773,5686,4579,2603,615,-2198, 
 汇率变动对现金及现金等价物的影响(万元),-457,-238,416,82,36,11,-9, 
 现金及现金等价物净增加额(万元),1262,612,7288,13,2076,-654,-2427, 
 加:期初现金及现金等价物余额(万元),10318,9907,2619,3200,543,1198,3625, 
 期末现金及现金等价物余额(万元),11580,10520,9907,3213,2619,543,1198, 
 净利润(万元),--,7675,16155,--,11970,3260,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),--,489,1248,--,635,277,--, 
