 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),22206,94732,61937,44068,14777,62498,43832,28655,13278,79786,57887,39362,19088,84694,61771,37215,22188,102530,73568,43416,19149,126956,75764,47605,144310,103248,131592,95030,91079, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,72,--,--,--,96,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),677,303,279,119,28,439,322,160,112,2715,1207,506,60,391,239,138,44,1599,1163,783,243,5170,2081,862,887,521,7038,1949,6167, 
 经营活动现金流入小计(万元),22884,95107,62216,44186,14805,63033,44154,28815,13390,82501,59093,39868,19148,85085,62010,37352,22232,104129,74731,44199,19392,132126,77845,48467,145196,103769,138631,96979,97246, 
 购买商品、接受劳务支付的现金(万元),25712,84042,62096,38012,14980,49027,34504,21520,10553,57894,44340,28999,13168,54370,41032,23187,9700,92861,72877,52729,18204,95217,73365,48598,105309,72849,95182,66307,72306, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3443,7198,5633,4146,2745,6474,5110,3790,2444,5948,4793,3481,1861,5883,4799,3618,2088,9158,7310,5106,2840,9725,7586,5274,6406,4839,4998,4154,3055, 
 支付的各项税费(万元),872,4712,3423,2226,622,3368,2097,1511,720,3323,2550,1769,658,2885,2263,1692,865,6731,5738,3189,1460,8760,5999,4444,9915,7771,8757,9639,7032, 
 支付的其他与经营活动有关的现金(万元),2607,7600,5683,4836,3060,7104,5438,3807,1456,5044,3609,2282,1916,6583,5409,4771,2304,10403,9652,5508,2538,8971,5727,3776,14353,11844,15248,15854,11850, 
 经营活动现金流出小计(万元),32634,103552,76835,49219,21408,65973,47149,30629,15174,72209,55292,36531,17602,69721,53504,33269,14957,119153,95578,66532,25043,122674,92678,62092,135983,97303,124185,95955,94243, 
 经营活动产生的现金流量净额(万元),-9750,-8445,-14619,-5033,-6603,-2940,-2995,-1814,-1784,10293,3802,3336,1545,15364,8506,4084,7275,-15024,-20847,-22333,-5650,9452,-14834,-13625,9214,6466,14446,1024,3003, 
 收回投资所收到的现金(万元),--,34069,34069,34069,34069,54002,30000,25000,10000,15800,--,--,--,79755,--,--,--,--,--,--,--,--,--,--,--,--,252,321,3, 
 取得投资收益所收到的现金(万元),--,81,81,81,35,208,169,149,27,524,446,46,--,57,154,124,44,20,20,20,--,15,15,--,7,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),49,0,0,0,0,9,8,8,8,28,20,19,--,86,55,55,--,59,59,35,9,57,14,14,87,37,289,694,116, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,235, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,636,636,418,--,115,--,25,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),49,34150,34150,34150,34104,54218,30178,25157,10035,16352,466,65,0,79899,845,814,462,79,195,55,34,72,29,14,94,37,541,1015,354, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1123,676,423,223,160,877,598,567,383,1078,834,742,840,6323,4891,4405,2552,10627,8673,6129,3526,17705,16489,12625,15241,9352,14734,7413,7389, 
