 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),123660,91554,62186,31115,142306,108378,69612,37080,116531,95997,61961,34502,141181,115030,74009,43060,128684,95554,58364,25127,145326,110675,117537,99864,86181,66008,67860, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),5828,4731,2801,1186,6319,5101,3119,1595,7177,6125,3657,2140,6584,4722,3249,2006,4529,3008,2900,1904,3354,2100,2669,2039,1958,849,186, 
 收到的其他与经营活动有关的现金(万元),10725,18748,13360,11119,3952,6158,5597,3672,10662,10953,10307,9703,7543,9771,9144,8163,6323,5953,5047,3841,6258,6276,6874,5885,2217,2450,2101, 
 经营活动现金流入小计(万元),140212,115033,78346,43420,152576,119637,78329,42347,134370,113075,75925,46345,155308,129523,86402,53229,139536,104515,66310,30872,154938,119051,127080,107788,90356,69307,70146, 
 购买商品、接受劳务支付的现金(万元),53048,47132,32888,20097,71174,55361,34707,17037,70993,60784,43097,15547,89424,73138,48115,21435,99131,62369,38640,17990,97414,71583,76997,67149,56156,37952,43206, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
