 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),69618,47356,19744,62695,45833,27953,11875,42171,31598,47442,23855,33138,26585,22855, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2,2,2,4,4,4,42,124,124,107,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1466,874,403,672,478,337,187,752,713,706,243,187,232,49, 
 经营活动现金流入小计(万元),71086,48232,20149,63371,46314,28293,12104,43046,32434,48255,24098,33325,26818,22904, 
 购买商品、接受劳务支付的现金(万元),41302,26106,11205,35327,24316,13919,6325,22870,18771,28510,13534,21085,15636,14960, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4306,3058,1779,4074,3018,2071,1197,3702,2995,3417,1908,2546,1834,1092, 
 支付的各项税费(万元),4905,2962,961,5009,3202,2339,631,3597,2959,4094,2267,3576,2402,1665, 
 支付的其他与经营活动有关的现金(万元),1464,927,353,3032,2376,671,400,1615,1520,1516,646,863,845,628, 
 经营活动现金流出小计(万元),51977,33052,14298,47441,32912,18999,8553,31784,26245,37537,18356,28070,20716,18345, 
 经营活动产生的现金流量净额(万元),19109,15180,5851,15930,13402,9294,3551,11262,6189,10718,5742,5255,6102,4559, 
 收回投资所收到的现金(万元),49950,16150,--,--,--,--,--,--,--,450,--,--,677,756, 
 取得投资收益所收到的现金(万元),1020,358,85,112,110,99,3,49,32,257,120,61,75,62, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6480,30,13,6,6,4,4,18,10,2,--,1650,16,36, 
 处置子公司及其他营业单位收到的现金净额(万元),234,234,--,2010,2010,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,11,11,59,59,1103,281,1, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),57685,16773,98,2127,2125,103,7,78,54,769,180,2814,1049,856, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1457,749,241,1238,1038,679,489,4290,3931,13984,2170,2293,6470,4476, 
 投资所支付的现金(万元),102945,71250,--,--,--,--,--,--,--,450,450,--,1158,687, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,177,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,3,3,3,--,188,45,90,27,100,180,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),104403,71999,241,1241,1041,682,489,4478,3976,14523,2646,2393,7986,5163, 
 投资活动产生的现金流量净额(万元),-46718,-55226,-143,886,1085,-579,-482,-4400,-3922,-13754,-2467,420,-6936,-4307, 
 吸收投资收到的现金(万元),4989,4989,--,31474,--,--,--,720,720,--,--,--,--,1980, 
 其中：子公司吸收少数股东投资收到的现金(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,980, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,900,900,--,--,--,1200,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,147,147,2339,294,485,98,1575, 
 筹资活动现金流入小计(万元),4989,4989,0,31474,0,0,0,1767,1767,2339,294,485,1298,3555, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,900,900,--,--,1200,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),2195,2047,49,8500,8500,4500,--,1524,24,2500,--,3503,42,500, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,49,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1074,1074,1074,53,--,--,--,2069,1971,1000,--,--,1430,1645, 
 筹资活动现金流出小计(万元),3269,3121,1123,8553,8500,4500,0,4493,2895,3500,0,4703,1472,2145, 
