 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),152717,103015,185935,131360,188062,196812,165372, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),228,70,106,106,80,108,59, 
 收到的其他与经营活动有关的现金(万元),2858,2541,3690,1845,2461,1600,4984, 
 经营活动现金流入小计(万元),155803,105626,189731,133310,190603,198520,170415, 
 购买商品、接受劳务支付的现金(万元),52587,38699,73118,51987,61390,64225,57287, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),22465,14889,30796,22576,34308,25758,16357, 
 支付的各项税费(万元),20213,13820,19642,14210,20671,22924,17447, 
 支付的其他与经营活动有关的现金(万元),35309,22701,52881,38398,58021,67068,54280, 
 经营活动现金流出小计(万元),130574,90109,176437,127171,174390,179975,145372, 
 经营活动产生的现金流量净额(万元),25230,15516,13294,6139,16213,18545,25043, 
 收回投资所收到的现金(万元),9000,9000,7100,--,9000,30400,7200, 
 取得投资收益所收到的现金(万元),34,34,58,--,39,535,157, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),24,23,2,2,9,3,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,23066,1456,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),9057,9056,7160,2,32114,32394,7357, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6205,4500,5754,5200,5274,9111,40929, 
 投资所支付的现金(万元),2000,2000,16100,7100,9000,20600,6000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,22000,600, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),8205,6500,21854,12300,14274,51711,47529, 
 投资活动产生的现金流量净额(万元),853,2556,-14693,-12298,17839,-19316,-40172, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),41693,29341,66254,40500,66800,28900,26900, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),41693,29341,66254,40500,66800,28900,26900, 
 偿还债务支付的现金(万元),34878,25900,66400,37300,51400,23040,9860, 
 分配股利、利润或偿付利息所支付的现金(万元),1611,1067,4069,3580,36414,1434,861, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),36489,26967,70469,40880,87814,24474,10721, 
 筹资活动产生的现金流量净额(万元),5204,2373,-4215,-380,-21014,4426,16179, 
 汇率变动对现金及现金等价物的影响(万元),-33,-13,11,37,0,0,-0, 
 现金及现金等价物净增加额(万元),31254,20433,-5603,-6502,13038,3655,1049, 
 加:期初现金及现金等价物余额(万元),28848,28848,34451,34451,21413,17758,16709, 
 期末现金及现金等价物余额(万元),60102,49281,28848,27950,34451,21413,17758, 
 净利润(万元),--,8899,15362,--,14375,15822,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),--,653,1454,--,-299,1914,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1222,2455,--,2358,2043,--, 
 无形资产摊销(万元),--,613,1227,--,1140,1145,--, 
 长期待摊费用摊销(万元),--,1934,2056,--,1034,987,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,43,-1,--,17,-2,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),--,1021,2087,--,1724,1287,--, 
 投资损失(万元),--,-34,-58,--,-39,-535,--, 
 递延所得税资产减少(万元),--,-604,-2061,--,-850,-1060,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),--,-344,-4682,--,-1090,3864,--, 
 经营性应收项目的减少(万元),--,4767,-3941,--,-6424,-4916,--, 
 经营性应付项目的增加(万元),--,-2653,-605,--,4139,-2003,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,129,--,--, 
 经营活动产生现金流量净额(万元),--,15516,13294,--,16213,18545,--, 
