 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),24547,15026,7388,30314,20485,11571,5510,26674,10734,22797,20957,20208, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),380,112,68,529,462,360,259,170,62,57,227,154, 
 经营活动现金流入小计(万元),24927,15138,7456,30842,20948,11932,5769,26844,10796,22854,21184,20362, 
 购买商品、接受劳务支付的现金(万元),15656,8801,3913,17357,12665,7938,3943,16976,7510,15742,14795,14478, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3489,2267,1128,4031,2881,1912,972,3319,1566,2623,2040,1575, 
 支付的各项税费(万元),2146,1344,863,2557,1567,868,529,2283,860,1910,1819,1516, 
 支付的其他与经营活动有关的现金(万元),2171,1254,769,2034,1706,1043,792,1825,752,1251,1035,958, 
 经营活动现金流出小计(万元),23462,13666,6673,25980,18819,11761,6236,24403,10689,21525,19690,18527, 
 经营活动产生的现金流量净额(万元),1465,1472,783,4863,2128,170,-467,2440,106,1329,1494,1836, 
 收回投资所收到的现金(万元),13000,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),124,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,0,0,1,1,1,--,1,--,13,2,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),0,0,4,3,2,2,0,3,1,3,2,1, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),13126,1,4,4,3,3,0,3,1,16,4,1, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1983,620,299,4943,4384,4249,2057,1463,791,1657,1489,3143, 
 投资所支付的现金(万元),28000,13000,29,--,18,--,--,--,--,--,--,--, 
