 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),27631,14925,8017,33691,23062,14355,7204,22202,14529,9223,16467,23236,24638,24038, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),852,550,273,976,706,474,189,601,407,195,302,313,8,173, 
 收到的其他与经营活动有关的现金(万元),994,899,327,783,504,390,4,426,297,187,467,521,454,654, 
 经营活动现金流入小计(万元),29478,16374,8617,35450,24273,15219,7397,23230,15233,9605,17236,24071,25099,24865, 
 购买商品、接受劳务支付的现金(万元),17986,12517,6422,17686,11725,7030,3772,14104,9755,5033,7309,9276,11618,16231, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5740,3951,1986,6245,4430,3046,1194,5219,3628,2354,4367,4838,5387,4863, 
 支付的各项税费(万元),1469,950,426,3086,2474,1598,909,1464,1202,728,1007,1962,2203,1342, 
 支付的其他与经营活动有关的现金(万元),1247,872,418,1798,1300,886,498,1180,865,478,1292,1367,1453,1227, 
 经营活动现金流出小计(万元),26442,18289,9251,28816,19930,12560,6373,21966,15450,8593,13974,17442,20661,23663, 
 经营活动产生的现金流量净额(万元),3036,-1915,-634,6635,4343,2659,1024,1264,-218,1012,3262,6628,4439,1202, 
 收回投资所收到的现金(万元),44705,28734,14598,--,--,--,--,4049,4049,2025,5064,6069,8089,2029, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,0,3,1,--,--,46,38,35,28,1,0,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,14,--,--,--,151,715,100, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),44705,28734,14598,3,1,0,0,4109,4087,2060,5092,6221,8804,2131, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2598,1986,537,1712,641,257,146,1427,900,626,1086,1481,2143,2393, 
 投资所支付的现金(万元),50046,33246,17446,14500,--,--,--,5285,4000,4000,4000,7617,8000,2000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),52644,35232,17983,16212,641,257,146,6713,4900,4626,5086,9098,10143,4393, 
 投资活动产生的现金流量净额(万元),-7939,-6498,-3385,-16209,-639,-257,-146,-2603,-813,-2567,5,-2877,-1339,-2261, 
 吸收投资收到的现金(万元),--,--,--,21207,21207,--,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,3384,3332,3039, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,300, 
 筹资活动现金流入小计(万元),0,0,0,21207,21207,0,0,0,0,0,0,3384,3332,3339, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,6246,3509,--, 
 分配股利、利润或偿付利息所支付的现金(万元),1653,1653,--,1240,1240,1240,--,1860,1860,63,1550,1435,1145,715, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,1169,40,20,--,40,20,20,146,136,44,--, 
 筹资活动现金流出小计(万元),1653,1653,0,2409,1280,1260,0,1900,1880,83,1696,7817,4697,715, 
 筹资活动产生的现金流量净额(万元),-1653,-1653,0,18798,19927,-1260,0,-1900,-1880,-83,-1696,-4433,-1366,2624, 
 汇率变动对现金及现金等价物的影响(万元),29,-12,3,121,29,38,0,68,18,-4,12,-79,-15,-53, 
 现金及现金等价物净增加额(万元),-6527,-10079,-4015,9345,23659,1180,878,-3172,-2893,-1641,1583,-761,1719,1512, 
 加:期初现金及现金等价物余额(万元),17803,17803,17803,8458,8458,8458,8458,11630,11630,11630,10047,10808,9089,7577, 
 期末现金及现金等价物余额(万元),11275,7724,13787,17803,32117,9638,9336,8458,8737,9988,11630,10047,10808,9089, 
 净利润(万元),--,4201,--,6791,--,3200,--,4394,--,1681,2498,3537,4132,3738, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,236,--,403,--,248,--,603,--,401,251,94,331,83, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,510,--,916,--,455,--,860,--,401,782,666,552,448, 
 无形资产摊销(万元),--,30,--,61,--,30,--,46,--,17,23,90,84,84, 
 长期待摊费用摊销(万元),--,60,--,142,--,49,--,101,--,32,63,107,87,104, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
