 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),39396,22208,4911,36598,41646,27871,2436,74924,56508,29674,634, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,38,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2278,1651,621,3919,4244,3792,1568,700,550,43,4, 
 经营活动现金流入小计(万元),41674,23859,5532,40517,45890,31664,4042,75624,57057,29717,638, 
 购买商品、接受劳务支付的现金(万元),30478,16654,5029,20175,30795,22376,4377,49874,28432,21466,3409, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3507,2193,1220,3991,3027,1980,1074,3280,2194,1230,125, 
 支付的各项税费(万元),3009,2106,834,5214,3534,2026,1244,7293,5975,1901,5, 
 支付的其他与经营活动有关的现金(万元),5391,2768,1368,3123,2747,2085,229,6467,3007,2624,150, 
 经营活动现金流出小计(万元),42386,23721,8450,32502,40103,28466,6924,66914,39608,27222,3688, 
 经营活动产生的现金流量净额(万元),-712,138,-2918,8015,5787,3197,-2881,8710,17449,2495,-3050, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),558,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,5,4,3,1,--,--,0,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),648,648,4,796,826,796,200,--,1117,--,183, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1212,653,8,799,826,796,200,0,1117,0,183, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5682,3863,2372,12587,14244,9569,4660,13067,22942,4655,1037, 
 投资所支付的现金(万元),4000,--,24000,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),1148,1148,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),69063,64609,--,--,30,30,--,796,--,4408,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),79893,69620,26372,12587,14274,9599,4660,13862,22942,9063,1037, 
 投资活动产生的现金流量净额(万元),-78681,-68968,-26364,-11788,-13448,-8804,-4459,-13862,-21825,-9063,-853, 
 吸收投资收到的现金(万元),102837,102837,102931,--,--,--,--,3000,--,2480,2500, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,3000,--,--,--, 
 取得借款收到的现金(万元),15000,--,--,9690,9690,9690,6200,12000,9500,7527,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,350,--,--,--,--,--,2000,--,2000, 
 筹资活动现金流入小计(万元),117837,102837,103281,9690,9690,9690,6200,15000,11500,10007,4500, 
 偿还债务支付的现金(万元),25140,23440,23440,6250,4000,3500,500,5500,3519,8,--, 
 分配股利、利润或偿付利息所支付的现金(万元),1772,1502,176,1389,1093,706,451,1103,640,551,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),2714,1718,100,100,100,100,--,300,2057,2099,678, 
 筹资活动现金流出小计(万元),29626,26660,23716,7739,5193,4306,951,6903,6216,2658,678, 
 筹资活动产生的现金流量净额(万元),88211,76176,79566,1951,4497,5384,5249,8097,5284,7349,3822, 
 汇率变动对现金及现金等价物的影响(万元),-20,-20,-15,-121,-87,-92,-90,-115,--,-0,--, 
 现金及现金等价物净增加额(万元),8797,7327,50268,-1943,-3251,-315,-2182,2830,907,781,-81, 
 加:期初现金及现金等价物余额(万元),2581,2581,2581,4523,4523,4523,4523,1693,786,5,86, 
