 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),56611,126456,109233,56789,33785,88691,62615,29264,14646,54924,37981,25966,11304,48621,37637,23074,47699,49201,49968, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1184,3552,2906,1946,490,2102,2114,1413,638,2320,1543,820,514,1906,1469,1142,1660,2186,1974, 
 收到的其他与经营活动有关的现金(万元),3771,12431,6859,6625,2502,4984,7919,2738,1436,3431,2866,2700,539,2773,3169,2701,828,1744,2575, 
 经营活动现金流入小计(万元),61567,142439,118998,65360,36777,95776,72648,33414,16720,60676,42389,29486,12357,53299,42275,26917,50187,53132,54517, 
 购买商品、接受劳务支付的现金(万元),49311,77626,74455,30711,15965,38240,41148,12985,8283,36406,25722,18373,7699,33272,24192,15779,34284,33880,38892, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7714,12960,8097,5716,2751,6697,4340,2783,1354,4305,3054,1898,953,3676,2827,1997,3546,3157,2798, 
 支付的各项税费(万元),2975,8136,7732,4117,2317,5822,5625,2235,1074,2217,1282,890,346,1431,1564,641,1570,1977,1424, 
 支付的其他与经营活动有关的现金(万元),3379,21995,14766,10133,5872,11264,6430,3494,4315,4929,3731,4091,1302,4607,6631,3525,4499,2378,3263, 
 经营活动现金流出小计(万元),63380,120716,105050,50677,26905,62024,57543,21496,15026,47857,33790,25253,10299,42986,35214,21942,43899,41392,46377, 
 经营活动产生的现金流量净额(万元),-1813,21723,13948,14683,9871,33752,15106,11918,1693,12819,8600,4233,2058,10313,7062,4975,6288,11739,8140, 
 收回投资所收到的现金(万元),1305,3055,1055,1055,--,200,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),63,434,316,321,--,7,--,--,0,--,--,0,0,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),31,22,16,1552,--,11,6,6,--,175,166,166,32,881,621,353,5,72,50, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,32560,153,153,--,454,429,429,--,353,327,107,29,143,111,41,56,36,54, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1399,36072,1541,3082,0,672,435,435,0,529,493,273,61,1023,732,395,61,108,104, 
