 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),19807,12435,4615,26397,19296,13417,5576,22769,16587,11365,4221,21891,24259,28390,27256, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),35,35,35,52,52,--,--,101,86,76,76,--,55,61,--, 
 收到的其他与经营活动有关的现金(万元),1227,1088,147,182,170,135,101,89,53,40,14,392,363,329,130, 
 经营活动现金流入小计(万元),21068,13558,4797,26631,19518,13553,5677,22958,16726,11481,4310,22283,24677,28781,27386, 
 购买商品、接受劳务支付的现金(万元),13190,7010,3023,13714,9376,5658,2890,12066,8016,5924,2603,14124,13344,17050,18509, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2420,1651,1012,2481,1945,1338,833,2131,1642,1126,648,2146,1971,1685,971, 
 支付的各项税费(万元),2240,1540,638,2763,2160,1550,1010,2083,1578,1050,231,1909,2137,2263,2848, 
 支付的其他与经营活动有关的现金(万元),1229,714,187,1569,1211,931,380,1468,793,640,286,1483,1488,1587,1313, 
 经营活动现金流出小计(万元),19078,10916,4860,20527,14692,9478,5113,17749,12028,8741,3768,19662,18940,22585,23642, 
 经营活动产生的现金流量净额(万元),1990,2642,-63,6104,4826,4075,564,5209,4698,2740,543,2621,5737,6196,3744, 
 收回投资所收到的现金(万元),61830,49330,19000,11700,2700,--,--,--,--,--,--,--,--,--,9536, 
 取得投资收益所收到的现金(万元),705,603,242,49,6,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),45,45,--,13,13,--,--,6,6,--,--,--,--,--,26, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,182,304,173, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),62579,49977,19242,11763,2720,0,0,6,6,0,0,0,182,304,9735, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4143,2720,1336,1455,1172,590,134,481,503,376,172,641,2087,6961,4977, 
 投资所支付的现金(万元),60950,47950,18450,39080,29080,--,--,--,--,--,--,--,--,--,9500, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,28,28,--,--,15,500, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),65093,50670,19786,40535,30252,590,134,481,503,404,199,641,2087,6976,14977, 
 投资活动产生的现金流量净额(万元),-2513,-692,-544,-28772,-27532,-590,-134,-475,-497,-404,-199,-641,-1905,-6672,-5241, 
