 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),112429,74737,38824,113555,81328,66717,35698,104953,84889,62191,59405, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),189,113,75,691,518,352,117,1379,2541,2676,4063, 
 收到的其他与经营活动有关的现金(万元),1776,1042,888,780,551,321,359,539,1086,801,259, 
 经营活动现金流入小计(万元),114395,75892,39787,115026,82396,67389,36174,106871,88516,65668,63727, 
 购买商品、接受劳务支付的现金(万元),74169,49465,25340,63569,46760,40256,18642,65985,52873,40134,41868, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),20764,14276,7186,24157,17460,12280,5709,18753,15139,12388,10181, 
 支付的各项税费(万元),4607,3441,1912,6130,4367,3308,2252,5843,4265,3657,2415, 
 支付的其他与经营活动有关的现金(万元),5225,3210,1810,6811,4406,3656,1853,7008,5190,4262,3748, 
 经营活动现金流出小计(万元),104765,70392,36248,100667,72993,59500,28456,97589,77466,60441,58212, 
 经营活动产生的现金流量净额(万元),9630,5500,3540,14359,9403,7889,7718,9282,11050,5227,5515, 
 收回投资所收到的现金(万元),5000,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),470,2,--,439,4,4,--,377,365,755,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,169,175,174,--,39,18,0,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),158,158,--,872,718,258,--,1158,402,--,130, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),5628,160,0,1480,896,436,0,1574,785,755,131, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),21796,10559,4359,22516,15715,6388,4635,24040,17639,9164,11848, 
 投资所支付的现金(万元),19000,12000,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,5,--,7165,--, 
 支付的其他与投资活动有关的现金(万元),94,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),40890,22559,4359,22516,15715,6388,4635,24044,17639,16329,11848, 
 投资活动产生的现金流量净额(万元),-35262,-22399,-4359,-21036,-14819,-5952,-4635,-22470,-16853,-15574,-11718, 
 吸收投资收到的现金(万元),35466,35466,35466,--,--,--,--,273,1400,957,237, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,273,--,957,237, 
 取得借款收到的现金(万元),46355,33952,8970,44143,32085,13968,5322,53357,53349,42038,25454, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,2331, 
 筹资活动现金流入小计(万元),81822,69418,44437,44143,32085,13968,5322,53631,54749,42994,28023, 
 偿还债务支付的现金(万元),49482,38202,9981,30987,22991,8572,6981,38079,41830,29526,19101, 
 分配股利、利润或偿付利息所支付的现金(万元),4442,3741,621,4094,3466,2859,588,3268,3780,1762,2699, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1029,1223,28,547,318,268,1,1591,--,--,113, 
 筹资活动现金流出小计(万元),54952,43167,10630,35627,26775,11700,7571,42938,45610,31287,21914, 
 筹资活动产生的现金流量净额(万元),26870,26252,33807,8516,5311,2269,-2249,10693,9139,11707,6109, 
 汇率变动对现金及现金等价物的影响(万元),-46,-52,-24,550,166,109,-25,1115,-24,-211,-19, 
 现金及现金等价物净增加额(万元),1191,9300,32964,2389,60,4315,809,-1380,3311,1149,-113, 
 加:期初现金及现金等价物余额(万元),9193,9193,11368,6804,6804,6804,12185,8184,4873,3724,3837, 
 期末现金及现金等价物余额(万元),10385,18493,44332,9193,6865,11119,12994,6804,8184,4873,3724, 
 净利润(万元),--,4126,--,--,5247,--,--,7799,6504,4219,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,315,--,--,559,--,--,308,878,438,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,3103,--,--,4146,--,--,4416,2880,2179,--, 
 无形资产摊销(万元),--,65,--,--,217,--,--,296,297,217,--, 
 长期待摊费用摊销(万元),--,349,--,--,291,--,--,535,957,568,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,92,--,--,0,--,--,-19,426,332,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,1,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,893,--,--,1638,--,--,2502,1918,1749,--, 
 投资损失(万元),--,-707,--,--,-596,--,--,-757,-892,-971,--, 
 递延所得税资产减少(万元),--,-651,--,--,-910,--,--,-857,-130,-209,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-1976,--,--,-2928,--,--,-1652,-4175,-2733,--, 
 经营性应收项目的减少(万元),--,-2956,--,--,-2564,--,--,-5700,-5385,-4969,--, 
 经营性应付项目的增加(万元),--,3112,--,--,4303,--,--,2410,7772,4406,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
