 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),88947,65905,28191,124159,65012,39682,14866,59464,36468,18578,6918,24034,16226,10741,5230,25415,18245,11949,5187,22199,16593,24224,20530, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),553,289,52,606,667,153,265,--,--,--,--,--,--,--,--,--,--,--,--,66,66,--,--, 
 收到的其他与经营活动有关的现金(万元),5287,1128,561,3406,4406,1367,312,687,1424,945,76,629,428,330,103,110,79,79,30,528,490,1301,942, 
 经营活动现金流入小计(万元),94786,67322,28804,128172,70084,41202,15443,60151,37892,19523,6995,24663,16654,11070,5333,25525,18324,12029,5217,22794,17150,25524,21473, 
 购买商品、接受劳务支付的现金(万元),46669,39126,18745,91273,45330,24483,7866,34921,19064,9968,4412,17323,12685,8243,4108,16097,12189,7901,4213,13379,10100,15449,12907, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),19118,12395,5772,19714,13832,8363,3727,9587,6594,4117,1675,5936,4331,2824,1413,4732,3498,2250,1141,4272,3226,3833,2663, 
 支付的各项税费(万元),9196,5827,4155,10215,6749,3807,1568,4938,2566,1998,959,2304,1533,758,362,2786,2244,989,471,2595,2291,2582,2324, 
 支付的其他与经营活动有关的现金(万元),11680,8892,3753,7227,6772,3751,1815,5560,3727,1704,640,2554,1822,1261,556,2063,1533,887,369,1579,967,1487,1777, 
 经营活动现金流出小计(万元),86664,66240,32425,128429,72682,40404,14976,55006,31951,17787,7686,28117,20371,13087,6439,25678,19464,12028,6194,21825,16584,23350,19671, 
 经营活动产生的现金流量净额(万元),8123,1082,-3621,-257,-2597,798,467,5144,5940,1736,-691,-3453,-3717,-2016,-1106,-153,-1140,1,-977,969,566,2174,1801, 
