 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),656602,426830,259757,131808,259749,131692,76301,48884,259440,120460,69852,39589,125764,60923,37406,14101,104873,57703,32098,5747,47548,32748,22222,11986,82901,51034,30885,11929,76565,43545,29917,9897,68915,38268,21937,8549,73952,35484,72167,67537, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0, 
 收到的税费返还(万元),23757,20046,13445,8931,718,474,337,106,1074,651,424,266,678,322,264,175,94,19,16,1,784,387,27,5,852,574,80,--,374,418,364,364,305,279,274,268,495,458,489,593, 
 收到的其他与经营活动有关的现金(万元),18047,43007,20864,7602,6864,20073,18488,8037,5882,26646,19166,6469,3583,20992,14348,2138,6435,16455,13225,-1785,2712,940,222,253,269,796,268,49,994,309,69,721,663,423,51,845,529,640,2520,502, 
 经营活动现金流入小计(万元),698407,489883,294067,148341,267332,152238,95126,57027,266395,147757,89442,46325,130024,82236,52018,16414,111402,74178,45339,3963,51045,34075,22471,12244,84023,52404,31234,11978,77933,44272,30350,10982,69883,38971,22262,9662,74976,36582,75176,68632, 
 购买商品、接受劳务支付的现金(万元),455628,318944,216663,119638,188510,121679,76966,50933,186402,106101,71946,39008,82073,59941,46046,23594,74796,57112,33732,7097,36826,30378,24019,15801,65995,51315,27439,15051,54839,39080,27289,16204,73001,61278,38283,15983,57280,38407,58210,52432, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),103386,78551,56467,34972,28929,21104,14665,9245,24536,19138,13266,7156,13490,10596,6860,3678,7491,6771,4538,1550,8865,6720,4613,2405,11459,9000,6757,3301,12006,6356,3502,1495,7945,4215,2917,1379,6725,4442,5728,3915, 
 支付的各项税费(万元),43510,33192,25433,14538,11779,8957,7530,3639,10464,8551,6847,2626,5294,4589,3279,1789,5416,3793,2653,1185,2037,1306,1171,767,2469,1858,1557,681,2924,2549,1557,1073,2965,2544,2305,2160,2453,2154,2676,2549, 
 支付的其他与经营活动有关的现金(万元),76734,93533,53291,26451,17947,22208,22933,9760,19955,31830,22952,6912,13191,22669,15453,3230,7403,13852,11066,-821,5354,3183,2462,1166,7867,5880,3550,2145,3954,3236,1872,1244,3944,2554,1390,1565,2402,3900,4354,5038, 
 经营活动现金流出小计(万元),679258,524221,351853,195599,247164,173948,122094,73577,241357,165619,115011,55702,114049,97795,71638,32290,95106,81528,51990,9011,53082,41588,32265,20139,87790,68054,39303,21178,73722,51222,34220,20016,87855,70590,44896,21088,68861,48903,70967,63934, 
 经营活动产生的现金流量净额(万元),19148,-34338,-57787,-47259,20167,-21710,-26968,-16550,25038,-17862,-25569,-9377,15976,-15559,-19621,-15877,16296,-7350,-6651,-5048,-2037,-7513,-9795,-7895,-3768,-15650,-8070,-9200,4211,-6949,-3870,-9034,-17972,-31619,-22634,-11426,6115,-12320,4209,4698, 
 收回投资所收到的现金(万元),473052,415350,307940,168215,370919,250919,143791,70000,360000,170000,105000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0, 
